id,sex,employment,married,income,signal1
43081,F,unemployed,1,0,.48547202
43082,M,unemployed,1,508864,0
43083,M,student,0,4702,.023997311
43084,F,retired,1,4486,.2451189
43085,F,unemployed,1,0,.80473012
43086,M,employed,0,6271,.50769138
43087,F,unemployed,1,0,.71669149
43088,F,unemployed,1,0,.35103962
43089,M,employed,1,5361,.11657434
43090,F,student,1,0,.24715033
43091,F,employed,0,5987,.47079968
43092,F,retired,0,4294,.25698763
43093,M,employed,1,46503,0
43094,M,employed,0,19804,.64299184
43095,F,employed,1,4687,.68314135
43096,F,unemployed,1,0,.74047154
43097,F,student,0,0,.85400015
43098,M,student,0,0,.94875944
43099,F,employed,1,17775,.43707412
43100,M,employed,1,27952,0
43101,F,employed,1,19049,.58588749
43102,M,retired,1,5071,0
43103,F,unemployed,0,6174,0
43104,M,student,0,0,.91243684
43105,M,employed,1,39781,.70322824
43106,M,retired,1,4776,0
43107,F,student,0,0,.79809523
43108,F,unemployed,0,0,0
43109,M,employed,1,6522,.62816161
43110,F,student,0,12816,.7084831
43111,M,employed,1,11594,0
43112,F,employed,0,17071,0
43113,F,student,0,25221,.43425393
43114,F,retired,0,9593,.037637405
43115,M,employed,1,12314,0
43116,F,employed,1,14228,.86886489
43117,F,employed,1,8290,.57493293
43118,M,employed,0,7218,.54462844
43119,M,employed,0,15044,.58327353
43120,M,employed,0,10034,.71840006
43121,F,unemployed,1,0,0
43122,F,unemployed,0,41345,.23643902
43123,F,retired,1,19128,.33726865
43124,F,student,0,0,.90322417
43125,F,student,0,3445,.84876692
43126,F,employed,1,54662,.87466973
43127,F,employed,1,34124,.75692087
43128,F,student,0,0,0
43129,M,unemployed,1,0,.57160783
43130,F,employed,1,5764,.63219821
43131,M,employed,1,9517,.065725133
43132,F,retired,1,1571,.024647985
43133,M,employed,0,11435,.095176987
43134,M,employed,1,12209,.15984255
43135,M,student,0,0,.51934189
43136,F,employed,1,11039,.67720169
43137,F,employed,0,10246,.92846757
43138,M,employed,1,15449,.24135144
43139,M,unemployed,1,29273,.47244105
43140,F,employed,1,21886,.45014021
43141,F,unemployed,1,23905,.84665734
43142,M,employed,0,9700,.54539424
43143,M,employed,0,7999,.14261292
43144,F,unemployed,1,10899,.79001141
43145,F,unemployed,0,33483,.69263822
43146,F,employed,0,57232,.31964561
43147,M,employed,1,19063,.56451553
43148,F,student,0,0,.94328576
43149,F,employed,1,24919,.34845006
43150,M,retired,0,4830,.041865751
43151,M,retired,1,10007,.17850894
43152,M,retired,0,5136,0
43153,F,student,0,0,.94983947
43154,F,student,0,20813,.96307498
43155,M,employed,0,23716,.38036835
43156,F,retired,0,2881,.29378134
43157,F,retired,1,3593,0
43158,F,employed,1,6970,0
43159,F,retired,1,6273,.25078574
43160,M,employed,1,7896,0
43161,M,employed,0,15733,.93486041
43162,F,retired,1,17661,.31357008
43163,F,unemployed,0,0,.28095531
43164,M,employed,1,28224,.43728578
43165,M,employed,1,16213,.78550845
43166,M,employed,0,31171,.61352813
43167,F,employed,1,9655,0
43168,M,employed,0,20577,.74270999
43169,M,employed,1,10344,.64800811
43170,F,student,0,0,.85378891
43171,M,employed,0,27816,.17260197
43172,M,unemployed,0,0,.64477491
43173,F,unemployed,1,0,.50624448
43174,F,unemployed,0,0,0
43175,F,employed,1,14716,.088425383
43176,F,unemployed,1,19511,.54024941
43177,F,employed,0,49525,.72607672
43178,F,unemployed,1,0,.2796106
43179,F,unemployed,1,8898,.31706995
43180,M,student,0,0,.27403429
43181,F,employed,1,5253,0
43182,M,unemployed,0,0,.52021194
43183,M,student,0,0,.84136504
43184,F,employed,1,6524,.78353798
43185,M,student,0,0,.76762456
43186,F,retired,0,12142,.3044188
43187,F,employed,1,29172,0
43188,F,unemployed,1,0,0
43189,M,unemployed,1,12280,.54137486
43190,F,employed,1,7786,.31818721
43191,M,employed,0,9207,.60675102
43192,F,student,0,0,.82197976
43193,M,unemployed,1,0,.01638305
43194,F,employed,1,7344,.096169375
43195,F,unemployed,0,10264,.7382462
43196,M,retired,1,4090,0
43197,M,employed,1,231307,.61609513
43198,F,employed,1,30647,.050999336
43199,F,employed,1,6036,.18815142
43200,M,employed,1,29297,.8145085
43201,M,student,0,15786,.92312133
43202,F,unemployed,1,0,.53239787
43203,M,employed,1,16981,.86588341
43204,F,employed,1,230755,.54355854
43205,F,retired,1,12876,0
43206,M,employed,0,8050,.61789864
43207,F,unemployed,1,10939,.50034118
43208,F,student,1,0,.65149951
43209,F,employed,0,6170,0
43210,M,student,0,6008,.1140485
43211,M,employed,1,13864,.82887101
43212,F,employed,1,84651,.1543915
43213,M,employed,1,16361,0
43214,M,employed,1,8538,.022799987
43215,M,employed,1,7922,.49522343
43216,M,employed,1,12987,0
43217,M,employed,1,15018,0
43218,F,student,0,4808,.96341085
43219,F,employed,0,16435,0
43220,F,employed,0,20608,.42264017
43221,M,student,0,0,.87402272
43222,F,employed,1,90575,.47870576
43223,F,employed,0,6990,0
43224,F,unemployed,1,0,.14997214
43225,M,employed,1,6459,.15495439
43226,F,unemployed,1,746996,.73181355
43227,M,employed,0,12583,.57733673
43228,M,employed,1,11888,.75538635
43229,F,unemployed,1,0,.46655476
43230,F,employed,1,9615,0
43231,M,employed,1,38291,.72469157
43232,M,unemployed,1,9955,0
43233,M,employed,0,10077,.33075806
43234,F,employed,0,21751,.80889046
43235,M,employed,1,5887,0
43236,F,employed,1,21151,0
43237,F,student,0,0,.23251741
43238,M,employed,1,11447,.61397219
43239,F,unemployed,0,5423,0
43240,M,employed,1,115195,0
43241,F,employed,0,8942,.35764652
43242,M,employed,1,5593,.56274188
43243,M,employed,1,57821,.78763872
43244,M,retired,1,5841,0
43245,M,employed,1,9312,.3899577
43246,F,student,1,0,0
43247,M,employed,1,16428,.43233168
43248,M,employed,0,15743,.55256414
43249,M,employed,1,5400,.58922637
43250,M,employed,1,24362,0
43251,M,student,0,0,.45874146
43252,M,unemployed,0,6382,.88389665
43253,F,employed,1,9817,.29632449
43254,M,unemployed,1,0,.37561902
43255,F,employed,1,23828,0
43256,F,unemployed,1,6811,.69619477
43257,F,retired,1,2598,.21265867
43258,M,employed,0,6062,.65107542
43259,F,student,0,0,0
43260,M,employed,0,14281,.64169466
43261,F,student,0,35035,.78497946
43262,M,employed,1,5540,.87298417
43263,M,student,0,0,.71650624
43264,M,unemployed,1,0,.16700488
43265,F,employed,1,9146,.22578979
43266,F,employed,1,14806,.74581224
43267,M,employed,0,6774,.7211982
43268,M,student,0,138834,.89398324
43269,M,unemployed,1,0,.58290118
43270,F,employed,1,17020,.10236874
43271,M,employed,1,26874,.016024897
43272,F,retired,0,2260,.22110303
43273,F,employed,1,60240,.75707364
43274,M,employed,1,39359,.45893174
43275,M,employed,1,12882,.53842682
43276,M,employed,0,13942,.92517507
43277,M,employed,1,230418,.61743218
43278,F,unemployed,1,12353,.84540176
43279,M,student,0,8113,.85077047
43280,F,employed,1,8399,.31572154
43281,M,employed,1,73204,.82314038
43282,M,retired,0,35693,.13333604
43283,F,employed,1,9849,.70194781
43284,M,employed,1,6415,.053064469
43285,M,employed,0,9391,.67965865
43286,F,retired,1,78622,.27135694
43287,M,employed,1,27801,.72066325
43288,M,employed,1,7483,.54197001
43289,F,employed,1,27926,.74813795
43290,F,unemployed,0,0,.59711814
43291,M,employed,1,7200,.43864954
43292,M,employed,0,30044,.11160341
43293,M,unemployed,0,14674,.63594407
43294,F,unemployed,1,22095,.20811634
43295,F,employed,1,16202,.86328787
43296,M,student,0,0,.82423985
43297,M,employed,1,12237,0
43298,F,employed,1,18822,.20847358
43299,F,employed,1,7233,.032133717
43300,M,retired,0,6360,.27811211
43301,F,employed,1,7724,0
43302,F,employed,1,37075,.73199898
43303,F,student,0,0,.86212945
43304,F,employed,1,21120,.78190881
43305,F,student,0,9499,.90121502
43306,F,unemployed,1,0,.79904264
43307,F,employed,1,15069,0
43308,M,employed,1,219809,.53069329
43309,F,student,0,5861,.85612428
43310,M,employed,1,13777,.70020396
43311,F,student,0,20068,.042853951
43312,F,retired,1,8602,.051517773
43313,M,retired,0,5251,0
43314,F,employed,1,10488,.35271451
43315,M,employed,1,13291,.21178894
43316,M,employed,1,10876,0
43317,M,student,0,0,.94724715
43318,M,student,0,0,.84714031
43319,M,employed,1,6945,.74180132
43320,M,student,0,0,.35345376
43321,M,employed,0,7440,.64610296
43322,F,student,0,0,.32812378
43323,F,unemployed,1,10744,.28317609
43324,M,unemployed,1,0,.16339557
43325,M,employed,0,10994,0
43326,F,employed,1,11083,.54159421
43327,M,student,0,13949,.27265999
43328,M,employed,1,20709,0
43329,M,retired,0,6557,.0054897089
43330,F,employed,0,7648,.43547738
43331,F,unemployed,1,0,.64362365
43332,F,employed,1,8274,.78659654
43333,F,employed,0,10223,.53358173
43334,F,employed,1,4736,.76275855
43335,M,employed,1,7030,.63826144
43336,F,employed,1,24178,0
43337,F,unemployed,1,0,.81079566
43338,M,employed,1,12844,0
43339,M,student,1,0,.77192402
43340,F,employed,1,4833,.55702931
43341,M,retired,1,54111,0
43342,F,unemployed,1,11144,.017531825
43343,M,employed,1,34211,.32792524
43344,F,unemployed,1,8042,.81579876
43345,M,employed,1,16168,.60180354
43346,M,student,0,20503,.80871093
43347,F,student,0,14832,.78357375
43348,F,employed,1,4782,.64610332
43349,M,student,0,4597,.84370357
43350,M,unemployed,1,0,.96034127
43351,M,retired,1,11499,.000226506
43352,F,retired,1,3148,.25140837
43353,M,employed,1,12122,.7511515
43354,M,student,0,0,.85459572
43355,F,employed,1,6112,0
43356,F,student,0,0,.53463972
43357,M,employed,1,14753,0
43358,M,employed,0,11774,.79898578
43359,M,retired,1,52692,.33018464
43360,M,employed,0,25782,.8386417
43361,M,employed,1,100899,.33088022
43362,M,student,1,41071,.90375793
43363,F,student,0,4255,.21407047
43364,F,unemployed,1,7884,.4012588
43365,M,student,0,0,.89507169
43366,M,employed,1,64091,.50546181
43367,F,retired,0,11539,.35098642
43368,F,student,0,12224,.77154064
43369,F,student,0,0,.91033739
43370,M,employed,1,12063,.26933005
43371,F,employed,1,7495,0
43372,M,employed,1,18743,.61047018
43373,M,employed,1,32560,.33806339
43374,M,employed,0,5534,0
43375,F,unemployed,1,16489,.64076138
43376,M,employed,1,93824,.82071269
43377,M,employed,1,20210,.43223256
43378,M,employed,0,6480,.57810777
43379,F,employed,1,4651,.86252773
43380,M,employed,1,9080,.10967989
43381,F,employed,0,129330,.15173812
43382,M,employed,0,11275,0
43383,M,employed,1,281654,0
43384,M,employed,1,9215,.52727598
43385,F,employed,1,51731,.79883164
43386,F,employed,0,7109,.9531858
43387,M,employed,1,11718,.48151073
43388,F,student,0,15353,.93900585
43389,M,unemployed,1,0,.73811269
43390,F,unemployed,1,7660,.30415595
43391,F,retired,1,24758,0
43392,F,employed,1,30209,0
43393,M,employed,1,15787,.24475242
43394,F,employed,1,36875,.51549071
43395,M,employed,1,7400,.24198548
43396,M,employed,1,16943,0
43397,F,employed,1,5594,.38909453
43398,F,student,0,0,.90466702
43399,M,student,0,0,.84788334
43400,M,employed,1,91119,.74225509
43401,M,employed,0,7803,.52826989
43402,F,employed,0,7982,.60952222
43403,M,employed,1,6257,.80438411
43404,M,retired,1,5430,.3014167
43405,M,student,0,21336,.98129374
43406,M,student,1,1902,.89493442
43407,M,employed,1,8142,.38249654
43408,M,student,0,5478,.81052452
43409,M,student,0,0,.6240679
43410,M,employed,0,13241,.4213413
43411,M,student,0,0,.40447032
43412,M,employed,1,26208,.55130982
43413,M,employed,1,50970,.70915169
43414,F,retired,1,12797,.27949625
43415,M,student,0,0,.90501201
43416,M,employed,1,21273,.64286393
43417,F,employed,1,5653,.23094605
43418,F,employed,1,6597,.77915537
43419,M,employed,1,8908,.59095114
43420,F,employed,1,9022,.71226275
43421,F,employed,1,49254,.4529669
43422,F,student,0,0,.8613289
43423,F,student,0,13501,.848575
43424,F,student,0,3958,.96806759
43425,F,retired,0,24149,.21066692
43426,M,employed,0,17238,0
43427,M,employed,1,10520,.83309841
43428,F,retired,0,3622,.058864873
43429,F,unemployed,1,0,.38229376
43430,M,retired,1,5724,.24257776
43431,F,employed,0,10710,.70161945
43432,M,unemployed,1,10202,.87350404
43433,M,student,1,0,.26771683
43434,M,employed,1,119189,.57019681
43435,F,employed,1,4129,.093403183
43436,F,retired,1,3652,.31484562
43437,M,employed,1,22434,.97451711
43438,F,employed,1,137444,0
43439,M,employed,1,8331,.83692408
43440,M,employed,1,10596,.2383358
43441,M,retired,0,3924,.24875161
43442,M,student,0,13223,.42671838
43443,M,employed,1,13192,0
43444,M,retired,0,3329,0
43445,M,employed,1,13382,.46435019
43446,F,employed,1,9804,.91832459
43447,M,student,0,0,.96526515
43448,M,employed,0,11961,0
43449,F,student,0,10752,.24488384
43450,M,employed,0,32901,.73778284
43451,F,employed,1,5491,.67361414
43452,F,student,0,0,.96281767
43453,F,employed,0,5130,.88723999
43454,M,unemployed,1,41322,.72894853
43455,M,employed,0,29765,.84092754
43456,M,student,0,15112,.60275036
43457,M,employed,1,6451,.5122475
43458,F,retired,1,2987,0
43459,M,unemployed,1,0,0
43460,M,employed,1,33372,.5348224
43461,M,employed,1,10440,0
43462,F,employed,1,20092,.21214341
43463,M,employed,1,8265,.58701771
43464,F,unemployed,0,31660,0
43465,M,employed,1,50825,0
43466,M,employed,1,106080,.087729052
43467,M,employed,0,8778,.60596353
43468,M,student,0,0,.93541133
43469,M,employed,0,8141,.92219806
43470,F,retired,1,5417,0
43471,F,unemployed,1,6935,.27133319
43472,M,student,0,18661,.86134952
43473,M,employed,1,5237,.88306624
43474,M,employed,1,8654,.5399574
43475,M,unemployed,0,16214,.69820666
43476,M,retired,1,5223,0
43477,F,employed,1,11162,.61632311
43478,M,student,0,11206,.84614652
43479,F,student,0,0,0
43480,M,student,0,0,.31729099
43481,M,student,0,4114,.029751563
43482,F,retired,1,8442,.33643445
43483,M,student,0,6216,.20902079
43484,M,student,0,22738,.34713715
43485,F,employed,1,5350,.54443747
43486,F,employed,1,52397,0
43487,M,student,0,0,.83539081
43488,F,unemployed,0,0,.54644418
43489,M,employed,1,16984,.25001112
43490,F,student,0,4461,.64460784
43491,M,employed,0,16787,.53250307
43492,F,student,0,0,.9110744
43493,M,student,0,0,.69188106
43494,M,student,0,0,.95551002
43495,F,employed,1,7298,.41671577
43496,F,retired,0,4780,.23361242
43497,M,student,0,0,.84926212
43498,F,retired,1,4958,.15498087
43499,M,employed,1,8342,.35856447
43500,F,employed,1,6056,.50355428
43501,M,retired,1,5603,0
43502,M,student,0,0,.84398693
43503,F,employed,0,7605,.55226964
43504,M,unemployed,0,10846,.54363823
43505,F,employed,0,18386,.73122668
43506,F,employed,0,15750,0
43507,M,student,0,0,.61095095
43508,M,employed,1,8250,.50719553
43509,M,employed,1,6584,0
43510,M,student,0,4840,.86634421
43511,M,employed,1,18241,.039404269
43512,F,employed,1,6246,0
43513,F,employed,0,17939,.62662572
43514,F,unemployed,1,6673,.61069816
43515,M,employed,0,49378,.68568867
43516,F,employed,1,6781,.55161417
43517,M,employed,1,26004,.38253328
43518,F,employed,0,21862,.009720373
43519,F,unemployed,1,0,.66975343
43520,M,student,0,0,.43635458
43521,F,student,0,0,0
43522,M,employed,1,25654,.1112401
43523,M,unemployed,0,6855,0
43524,M,employed,1,6765,.95949602
43525,M,unemployed,1,0,.08186195
43526,M,unemployed,1,8970,0
43527,M,employed,0,11258,.21539946
43528,M,employed,1,16281,.10407493
43529,M,retired,0,6886,.283526
43530,F,employed,0,8916,.18806858
43531,M,employed,1,28101,0
43532,F,employed,1,5199,.8946805
43533,M,employed,1,9250,0
43534,F,unemployed,1,12109,.29011694
43535,M,employed,1,10382,.24791659
43536,F,student,0,0,.91574615
43537,M,employed,1,9561,.53041106
43538,M,employed,0,14087,.33510283
43539,M,unemployed,0,0,.51256406
43540,F,student,0,0,.90224618
43541,F,student,0,0,.68127751
43542,F,employed,0,5599,.7396571
43543,M,student,0,11541,.90112418
43544,F,unemployed,0,8125,.65829968
43545,F,unemployed,0,36357,.78417116
43546,M,employed,1,12235,.79527503
43547,M,employed,0,11122,.70279086
43548,F,employed,1,5147,0
43549,M,employed,1,7156,.66676867
43550,M,employed,1,7019,.64309847
43551,M,employed,1,5342,.57930833
43552,F,employed,1,9055,.81866193
43553,F,retired,0,3969,.22321761
43554,M,employed,0,40713,0
43555,M,employed,1,7724,.53713477
43556,M,unemployed,1,0,.027812243
43557,M,employed,1,12744,.67403585
43558,M,unemployed,1,0,0
43559,M,employed,1,9158,.12704058
43560,F,student,1,0,.83382398
43561,M,employed,0,8081,0
43562,F,employed,0,19925,.87462944
43563,M,student,0,17583,.88471317
43564,F,employed,0,14994,.9697783
43565,M,student,0,0,.92172247
43566,M,unemployed,1,0,.81512827
43567,M,unemployed,0,0,.75719917
43568,M,unemployed,1,0,.52710634
43569,M,employed,1,8580,0
43570,M,retired,1,6026,0
43571,M,unemployed,1,6480,.61883819
43572,F,retired,0,5204,0
43573,M,employed,1,7829,.86820722
43574,M,retired,0,8146,0
43575,M,retired,1,44596,0
43576,F,student,1,0,.83883905
43577,F,unemployed,0,16486,0
43578,F,employed,0,20086,0
43579,F,student,0,15169,.73814225
43580,F,student,0,124848,.7163915
43581,M,employed,0,22922,0
43582,F,employed,1,17385,0
43583,F,unemployed,0,0,.30802822
43584,F,unemployed,1,0,.17601451
43585,M,employed,0,35365,0
43586,M,unemployed,1,0,.88017637
43587,F,employed,0,19815,.10911304
43588,F,retired,1,5597,.1492079
43589,M,employed,1,12848,0
43590,M,retired,1,9971,0
43591,F,unemployed,1,0,.86103898
43592,F,employed,1,558377,.56501889
43593,F,employed,0,5955,.057884831
43594,M,student,0,0,.72369188
43595,M,employed,1,16003,.70576859
43596,F,employed,1,23623,.36355263
43597,F,employed,1,13668,.78833979
43598,M,employed,1,20214,0
43599,M,unemployed,1,8566,.67269111
43600,M,employed,0,1000000,.58078825
43601,M,employed,1,7462,.075991705
43602,F,employed,1,74908,0
43603,F,employed,1,11201,.52115691
43604,M,employed,1,9611,.036734428
43605,F,student,0,0,.037890848
43606,F,employed,1,8358,.92274791
43607,M,student,0,4610,.77492666
43608,F,employed,1,8174,.5141958
43609,F,employed,0,12299,.46608871
43610,F,employed,1,8543,.63890105
43611,F,unemployed,1,19553,.89871162
43612,F,retired,1,1000000,0
43613,M,retired,0,3933,0
43614,F,employed,1,13099,.62346983
43615,M,employed,0,6497,.71882486
43616,M,retired,0,4713,.3222791
43617,M,unemployed,1,10550,.59050107
43618,F,unemployed,1,10937,0
43619,F,employed,0,15738,.62355
43620,M,employed,0,103995,.64391071
43621,F,employed,1,5705,.22891799
43622,M,employed,1,8716,.71900362
43623,M,employed,1,82867,.64370346
43624,F,employed,1,17372,.025846317
43625,F,employed,1,76824,0
43626,F,student,0,92059,.99626058
43627,F,employed,1,5597,.75441182
43628,M,unemployed,1,0,0
43629,F,unemployed,1,6749,.63225377
43630,M,employed,1,11553,.53851897
43631,M,employed,1,15732,.55456722
43632,M,unemployed,1,0,.85565722
43633,F,employed,1,4811,.61159879
43634,M,employed,0,151046,.17107068
43635,F,retired,1,2595,0
43636,M,unemployed,1,0,.12738502
43637,M,employed,1,11728,.1309267
43638,M,employed,1,11130,.7604509
43639,F,employed,1,6206,.29890293
43640,M,employed,1,454683,.5107308
43641,F,unemployed,1,7100,.11668607
43642,M,student,0,0,.06613034
43643,M,retired,0,9446,.17429629
43644,M,employed,0,8846,.80771649
43645,M,student,0,0,.89732558
43646,F,unemployed,1,39992,.52818179
43647,F,retired,0,3352,.3036845
43648,M,employed,0,47010,.57903147
43649,M,employed,0,8173,.55832362
43650,M,unemployed,1,0,.81937653
43651,M,student,0,7432,.92897332
43652,F,employed,1,5360,.35231143
43653,F,employed,0,20017,.77179039
43654,M,employed,1,24444,.52936947
43655,F,employed,1,5751,.68736893
43656,M,unemployed,1,13530,0
43657,M,student,0,0,.35494438
43658,F,employed,1,80900,0
43659,M,employed,1,27569,.38761401
43660,M,employed,1,17450,0
43661,M,employed,1,15101,.47858959
43662,F,employed,0,7158,.3856281
43663,M,student,0,0,.72466993
43664,F,unemployed,1,5232,0
43665,F,unemployed,1,6619,.49898392
43666,M,student,0,0,.74973541
43667,M,employed,0,9675,.50857985
43668,F,student,0,0,.88002121
43669,M,employed,1,11569,.43977666
43670,F,employed,1,17376,0
43671,M,student,0,6544,.85439575
43672,F,employed,1,28253,.80284911
43673,M,employed,1,14532,0
43674,F,unemployed,1,11700,.55343914
43675,M,employed,1,7603,.74567163
43676,M,employed,1,30726,0
43677,F,unemployed,0,0,.73624676
43678,M,employed,1,46375,.35143936
43679,F,employed,1,4941,.56048787
43680,F,retired,1,13480,0
43681,M,employed,1,20167,0
43682,F,employed,1,64192,0
43683,M,unemployed,1,0,0
43684,F,employed,1,72063,0
43685,M,employed,1,29597,.052082371
43686,M,employed,1,42121,0
43687,F,employed,1,9593,.6995008
43688,F,employed,1,7408,.56275326
43689,M,employed,1,23556,.63387954
43690,M,employed,1,10019,.74670345
43691,M,employed,1,13925,.73707741
43692,F,employed,1,7620,.78505099
43693,F,student,0,0,.93096489
43694,M,unemployed,0,0,.53691095
43695,M,retired,1,4319,0
43696,M,retired,1,3940,.20701297
43697,M,student,0,0,.28531036
43698,F,employed,1,18876,0
43699,M,employed,0,9797,0
43700,F,employed,1,31045,.65086341
43701,M,student,0,0,.85686421
43702,M,employed,1,8139,0
43703,M,student,0,0,.80477476
43704,F,employed,1,16911,.75591564
43705,M,employed,1,7737,.70124978
43706,M,employed,0,14410,0
43707,M,employed,0,13291,.10768111
43708,M,employed,0,18980,.14961901
43709,M,employed,1,34429,.66952509
43710,M,employed,1,5842,.61781925
43711,M,student,0,0,.90050298
43712,F,unemployed,1,0,0
43713,F,employed,1,22177,.56351751
43714,M,unemployed,0,0,0
43715,F,unemployed,1,0,0
43716,F,retired,1,7694,0
43717,M,unemployed,1,0,.74991333
43718,F,employed,1,40160,.5115698
43719,M,employed,1,10862,0
43720,M,employed,1,20885,.81318343
43721,M,student,0,0,.30330998
43722,M,employed,0,5215,.69417018
43723,F,employed,0,19641,.89053744
43724,F,employed,0,14390,.96353245
43725,M,unemployed,0,0,.86814052
43726,M,employed,1,10278,0
43727,F,employed,1,7222,0
43728,M,employed,0,88176,.75130934
43729,M,employed,1,11787,.60010803
43730,M,employed,0,42652,.50153762
43731,F,employed,1,147051,.8458097
43732,M,unemployed,1,0,.90251547
43733,F,retired,0,17644,.047291622
43734,M,employed,1,40664,.61311269
43735,F,student,0,0,.91075158
43736,M,unemployed,1,8823,.068153784
43737,F,unemployed,1,0,.72195017
43738,M,unemployed,1,20057,0
43739,F,retired,1,3224,.15866654
43740,M,employed,1,11589,.55362034
43741,M,employed,0,24910,0
43742,M,retired,1,19039,0
43743,F,employed,1,10376,0
43744,M,employed,1,30527,0
43745,M,employed,1,15685,.43208328
43746,F,unemployed,1,8530,0
43747,F,student,0,0,.77196151
43748,F,employed,1,5259,.12578224
43749,M,employed,1,7943,.19289349
43750,M,employed,1,13539,.64033818
43751,M,employed,0,20783,.60113579
43752,M,unemployed,0,0,.77739316
43753,M,student,0,0,.88006842
43754,M,employed,1,9419,.77541298
43755,M,employed,1,9771,.038088348
43756,M,employed,1,24790,.56134599
43757,M,student,0,0,.24273671
43758,M,employed,1,9024,.81805629
43759,M,employed,0,21952,.84752584
43760,M,employed,1,9590,.53406447
43761,F,employed,0,10896,0
43762,F,retired,0,229,.27587807
43763,M,employed,1,21177,.81552058
43764,M,employed,1,12891,0
43765,M,employed,0,8684,.57588947
43766,F,retired,1,19523,.22073784
43767,M,unemployed,1,6632,.23684232
43768,F,retired,1,3991,.098946504
43769,F,employed,1,8873,.55465633
43770,F,unemployed,1,24173,.15224646
43771,M,unemployed,1,0,.072936818
43772,M,unemployed,1,0,.55527574
43773,M,unemployed,0,0,.54481041
43774,F,employed,1,13646,.66660851
43775,F,retired,1,14974,.13812658
43776,M,employed,1,13521,0
43777,M,employed,1,7906,0
43778,F,employed,1,14842,.51703167
43779,M,employed,1,158057,0
43780,M,employed,1,48093,.57629967
43781,M,retired,0,47908,0
43782,M,employed,0,21766,.20320106
43783,M,employed,0,126112,0
43784,M,employed,0,64898,.70130652
43785,M,employed,1,30274,.68616849
43786,M,employed,1,10323,.65291923
43787,F,employed,1,51263,.7969538
43788,F,retired,0,4498,0
43789,M,employed,0,9635,.51379848
43790,F,retired,1,9967,0
43791,M,employed,0,5442,.87756544
43792,F,employed,1,4726,.5253861
43793,F,unemployed,1,0,.7539292
43794,M,employed,1,8068,.7971558
43795,F,employed,0,31644,.77513695
43796,M,employed,1,31809,.51148337
43797,M,retired,0,5782,0
43798,M,employed,0,7176,0
43799,F,retired,1,3174,0
43800,F,employed,1,5375,.60986072
43801,F,unemployed,1,9023,.61713654
43802,M,employed,1,18315,0
43803,M,employed,1,26141,.74346679
43804,M,student,1,0,.6623019
43805,M,retired,0,7246,.22938451
43806,M,retired,0,4910,.20545903
43807,F,unemployed,1,22461,.59604102
43808,M,employed,0,17273,0
43809,M,unemployed,1,10544,0
43810,F,unemployed,0,52886,.22849673
43811,M,employed,0,17391,.76096499
43812,F,employed,1,73039,0
43813,F,employed,1,19150,.62856001
43814,M,employed,1,1000000,.67830682
43815,F,student,0,0,.92727727
43816,M,employed,1,5809,.32925996
43817,M,employed,0,28191,.60532749
43818,F,employed,0,15932,.53005016
43819,F,employed,1,4959,0
43820,F,employed,1,26531,.94319057
43821,M,student,0,3496,0
43822,F,employed,1,10900,0
43823,F,employed,1,19862,.51546419
43824,F,employed,1,41795,0
43825,F,unemployed,1,0,.27280965
43826,F,employed,1,18502,.3193005
43827,M,student,0,0,.74610609
43828,M,unemployed,1,12657,.65181196
43829,M,employed,1,19062,.093256257
43830,F,employed,1,6052,.63488942
43831,F,employed,1,5197,.3983545
43832,M,employed,1,9051,.044300191
43833,F,employed,1,10244,0
43834,M,employed,1,21897,.21516949
43835,M,employed,1,270198,.52068704
43836,M,employed,1,55998,.57199508
43837,M,unemployed,1,21465,.034506138
43838,F,employed,0,7338,0
43839,M,employed,1,8345,0
43840,M,employed,1,6859,0
43841,F,employed,0,13521,.74491942
43842,M,employed,0,27029,0
43843,M,student,0,40254,.30686325
43844,M,retired,1,7198,.25145346
43845,F,employed,1,9600,.52605098
43846,M,employed,1,7961,.69135493
43847,M,unemployed,1,0,.51606488
43848,F,employed,0,178353,.43564412
43849,M,employed,0,15821,.50954342
43850,M,employed,1,10367,.5290879
43851,M,employed,1,6204,.73754895
43852,M,student,0,0,.84446925
43853,M,employed,0,39453,0
43854,M,student,1,0,.86323297
43855,F,student,0,0,.99829376
43856,F,unemployed,1,12516,.70671874
43857,M,retired,1,5188,0
43858,F,student,0,19947,.97688222
43859,M,employed,1,15585,0
43860,M,employed,0,16982,0
43861,F,student,0,15193,.95159912
43862,M,unemployed,0,13890,.5069347
43863,M,employed,0,54071,.91428459
43864,F,student,1,7486,.12189941
43865,M,employed,1,8347,.63587409
43866,M,employed,1,13973,.54847366
43867,F,retired,1,25439,.052564062
43868,M,employed,1,12166,.5059399
43869,M,employed,1,8711,.82423365
43870,F,employed,1,27389,.68767917
43871,F,employed,0,19148,.9325161
43872,F,employed,1,22601,.11794466
43873,F,retired,1,112612,.3891964
43874,F,student,0,0,.83897167
43875,F,employed,1,8348,.075645953
43876,F,unemployed,0,43402,.30823353
43877,M,employed,0,43165,.82973003
43878,M,student,0,0,.87979853
43879,M,employed,1,11429,0
43880,M,employed,1,136125,.58742273
43881,M,employed,1,8141,0
43882,M,unemployed,1,0,.65658325
43883,F,employed,0,16326,0
43884,F,employed,1,12454,0
43885,M,student,0,5604,.6841563
43886,F,employed,1,4241,.60560262
