id,sex,employment,married,income,signal1
141001,M,unemployed,0,0,.82408977
141002,F,employed,0,9005,0
141003,F,unemployed,1,0,.923603
141004,F,unemployed,0,34861,.93724751
141005,M,unemployed,1,8385,0
141006,F,student,0,9210,.99404138
141007,F,employed,1,10248,0
141008,M,employed,1,8356,.62877381
141009,F,employed,1,56173,.53668284
141010,M,employed,1,5786,.90239388
141011,M,employed,1,6098,.54041171
141012,F,student,0,5147,.28455719
141013,F,employed,1,5450,.72942811
141014,F,employed,1,6162,.71413851
141015,M,employed,1,8441,.33052859
141016,F,employed,1,5118,.82407111
141017,M,employed,0,9484,.42399997
141018,F,employed,0,12977,0
141019,M,employed,0,8054,.79200608
141020,M,employed,0,9442,.16480193
141021,F,employed,1,22911,0
141022,M,employed,1,7754,.039659146
141023,F,employed,1,17862,0
141024,M,student,0,0,0
141025,F,employed,0,77062,.039489206
141026,M,employed,1,14225,.13473558
141027,F,employed,0,25699,.37516111
141028,F,employed,1,10647,.86960101
141029,M,employed,0,24555,.60753894
141030,M,employed,1,12839,.33675179
141031,M,employed,1,20528,.68202013
141032,F,retired,1,3575,.33536607
141033,M,employed,0,6425,.53536224
141034,M,employed,1,68608,0
141035,M,employed,1,10494,.76762468
141036,F,retired,0,68626,0
141037,M,student,1,4521,.93096256
141038,M,employed,1,8550,0
141039,M,employed,0,8580,.15103942
141040,F,unemployed,0,0,.092293173
141041,M,employed,1,9678,0
141042,M,employed,1,30583,.67795599
141043,M,unemployed,0,0,.72641009
141044,M,retired,1,18810,0
141045,F,student,0,96568,.89203376
141046,M,employed,1,242712,.11912769
141047,M,unemployed,1,25805,.5367626
141048,M,employed,1,7114,.94546753
141049,M,employed,1,6194,.34746337
141050,M,retired,1,29806,.20719147
141051,M,employed,1,6573,0
141052,M,employed,0,9114,.21584956
141053,M,employed,0,8554,.60833138
141054,F,employed,1,4717,0
141055,F,employed,1,4657,.58182275
141056,M,employed,1,5614,.50245905
141057,M,unemployed,0,6408,0
141058,F,unemployed,1,0,.17574893
141059,M,unemployed,1,0,.79822022
141060,M,employed,1,8772,.088727601
141061,M,employed,0,14696,0
141062,F,employed,1,11186,.51942438
141063,F,employed,1,16733,.14091913
141064,F,unemployed,0,0,0
141065,M,retired,1,17845,0
141066,F,employed,0,41434,.07288596
141067,M,student,0,0,.77594471
141068,M,employed,1,63768,.82077241
141069,F,employed,1,5865,0
141070,M,employed,1,13199,0
141071,F,student,0,0,.9023813
141072,M,retired,1,8514,.25784492
141073,F,unemployed,1,12226,0
141074,M,unemployed,1,7585,.79716676
141075,M,employed,0,16262,0
141076,F,unemployed,0,25530,0
141077,F,student,0,0,.87607038
141078,M,employed,0,13267,.48569125
141079,M,unemployed,1,9966,.17271541
141080,M,student,0,0,.88561279
141081,F,employed,1,12797,.81220835
141082,M,employed,0,43167,0
141083,M,employed,1,32888,.75392926
141084,F,unemployed,1,9334,.73357451
141085,F,employed,1,10786,.2336456
141086,M,employed,0,8138,.63672292
141087,F,unemployed,1,9587,.58031577
141088,F,employed,0,9713,.77510166
141089,F,employed,1,10238,.045429472
141090,M,employed,1,11148,.46495172
141091,M,employed,1,29272,0
141092,F,employed,0,20255,.61873001
141093,F,unemployed,1,11444,0
141094,M,employed,1,9997,.044356093
141095,M,employed,1,18517,.21018103
141096,M,employed,0,7732,.76354867
141097,F,employed,1,16579,.74291009
141098,F,unemployed,1,15667,.7119562
141099,M,employed,0,72160,.62762201
141100,M,retired,0,4642,.25230923
141101,M,unemployed,1,0,0
141102,F,employed,1,10224,.17457418
141103,F,employed,1,6665,.36406091
141104,M,retired,0,4235,.021869183
141105,M,retired,1,13598,.27063948
141106,F,unemployed,0,0,0
141107,F,student,0,0,.88475275
141108,M,employed,1,17189,.27118412
141109,F,employed,1,24038,.69176728
141110,F,employed,1,200763,0
141111,M,employed,1,6409,.359658
141112,M,employed,1,85533,.096047223
141113,F,retired,1,3825,0
141114,F,employed,1,4858,0
141115,M,employed,1,9542,0
141116,M,employed,1,8670,.40174153
141117,M,student,0,20249,0
141118,M,retired,1,6420,0
141119,F,student,0,0,.83021349
141120,M,student,0,0,.63796628
141121,M,unemployed,1,0,0
141122,M,employed,0,11321,0
141123,M,employed,1,23220,.32516417
141124,F,employed,1,7866,.50989431
141125,F,employed,0,16577,0
141126,M,retired,1,16713,0
141127,M,employed,1,12461,.83792883
141128,F,unemployed,1,8087,.096798807
141129,M,employed,0,11136,.50002748
141130,M,employed,1,14082,.6772694
141131,M,employed,1,14229,.52624571
141132,M,unemployed,1,16243,.31692904
141133,F,unemployed,1,23636,.094920069
141134,M,employed,0,11577,.562904
141135,M,employed,1,21987,0
141136,M,employed,0,9166,.25509876
141137,F,retired,1,10907,.10253743
141138,F,unemployed,1,0,.085773088
141139,M,employed,1,5876,.94104892
141140,M,student,0,0,.93000382
141141,M,student,1,35953,.80419463
141142,F,employed,1,7970,0
141143,M,student,0,976342,0
141144,M,employed,0,13095,.97786772
141145,M,employed,0,24366,.32277074
141146,F,employed,1,20451,.024949625
141147,M,employed,1,14237,0
141148,M,unemployed,1,14872,0
141149,F,employed,1,17034,.7916165
141150,F,retired,0,3582,.093089417
141151,M,employed,0,15790,0
141152,F,retired,0,11046,.052289039
141153,F,retired,1,33444,.27581504
141154,F,employed,1,4447,0
141155,F,unemployed,1,0,.23470257
141156,M,employed,1,16367,.50328612
141157,M,employed,0,13904,.69387907
141158,M,employed,0,10078,.1122044
141159,F,employed,0,100979,.74952471
141160,M,student,0,7421,.97337979
141161,M,employed,1,27338,0
141162,M,student,0,0,.99979228
141163,F,unemployed,0,0,.89731026
141164,F,employed,1,70409,.44629863
141165,M,employed,0,34563,.19125484
141166,F,unemployed,1,5192,.55717462
141167,M,employed,1,56557,.57644665
141168,M,employed,0,33885,.23900226
141169,M,employed,0,7186,.23439717
141170,M,employed,1,11180,0
141171,F,employed,1,22633,.12694688
141172,F,employed,1,8394,.42167586
141173,F,student,0,0,.84783059
141174,M,employed,0,23971,.18053037
141175,M,employed,0,6314,.56942195
141176,M,retired,1,16535,.22969159
141177,F,employed,0,18937,.057193086
141178,F,retired,0,5716,.32004026
141179,F,unemployed,0,931,.25268844
141180,M,employed,0,8351,.98700839
141181,F,unemployed,0,0,.68735713
141182,M,student,0,0,.98110992
141183,M,employed,0,9085,.22756143
141184,M,student,0,9356,.78571689
141185,M,unemployed,0,0,.28344497
141186,M,employed,0,42666,0
141187,M,retired,1,9507,.33860633
141188,F,employed,0,42441,.61265212
141189,F,employed,0,16875,.5409596
141190,F,student,0,0,.87711841
141191,F,employed,0,8999,0
141192,M,unemployed,1,21384,.72141552
141193,M,employed,0,7738,.98413724
141194,M,student,0,4944,0
141195,F,employed,0,7437,.43761224
141196,F,unemployed,1,0,.71310735
141197,M,student,0,0,.31757683
141198,F,unemployed,1,0,0
141199,F,employed,0,12882,.42500207
141200,F,retired,1,2763,.25799102
141201,F,retired,1,16171,.29499811
141202,M,retired,0,13610,0
141203,M,student,0,3066,.80965191
141204,M,employed,0,17314,.11385482
141205,F,employed,0,19876,.034010708
141206,F,employed,1,10214,.17503662
141207,M,employed,0,25885,.89636219
141208,F,employed,1,5832,.6609953
141209,M,retired,1,13123,.14376199
141210,M,student,0,0,.95750123
141211,M,employed,1,16625,0
141212,F,employed,1,53378,.34069756
141213,M,employed,0,8843,.76143771
141214,M,student,0,4617,.2524744
141215,F,student,0,0,.95899129
141216,M,unemployed,1,0,0
141217,M,retired,0,38962,.12481916
141218,M,employed,0,37861,.021580094
141219,M,employed,1,18972,0
141220,F,employed,1,6347,0
141221,F,employed,1,6336,.061019685
141222,M,unemployed,0,7085,.7195735
141223,M,student,0,7180,.8027786
141224,M,employed,1,8002,.62801653
141225,F,student,0,3855,.10209372
141226,M,retired,1,42328,.052498061
141227,M,unemployed,1,0,.006894392
141228,M,employed,1,9794,.76315963
141229,F,unemployed,1,0,.23809576
141230,F,employed,0,8036,.7285198
141231,F,employed,0,13497,.28970808
141232,F,employed,1,6049,.012048069
141233,M,employed,1,8441,.91311771
141234,M,student,0,0,.17262824
141235,M,employed,0,11673,.50603598
141236,M,student,1,11223,.88262838
141237,F,retired,1,9549,.056951709
141238,M,employed,0,8810,.33001781
141239,M,retired,1,5153,.34637767
141240,M,employed,1,10113,.64514029
141241,M,employed,1,8774,.68716615
141242,F,employed,1,6720,.40768075
141243,F,employed,1,10030,.56428748
141244,M,employed,1,6874,.13982347
141245,F,retired,1,20534,.30168974
141246,F,unemployed,1,0,0
141247,M,employed,1,6070,0
141248,F,unemployed,1,17178,.99783736
141249,F,student,0,0,.84188914
141250,F,retired,1,1493,0
141251,F,employed,1,13641,.2573474
141252,F,employed,0,29587,.88189006
141253,M,student,0,7516,.7857554
141254,M,employed,1,28247,.56269538
141255,F,student,0,8759,.99720484
141256,M,employed,1,18774,0
141257,F,employed,1,10032,.59871715
141258,F,student,0,5023,.41394532
141259,F,employed,1,10705,.64801615
141260,M,employed,0,57958,.055948924
141261,F,employed,1,9467,0
141262,M,employed,0,20686,.63202006
141263,M,employed,1,6274,.071791798
141264,F,employed,1,6628,.73599184
141265,F,unemployed,0,0,.46827617
141266,M,retired,1,8445,0
141267,F,unemployed,1,0,.97911066
141268,M,employed,0,17769,0
141269,F,employed,1,13806,.97229218
141270,F,employed,1,6709,0
141271,M,employed,1,32305,0
141272,M,employed,0,26342,0
141273,M,unemployed,0,9164,0
141274,F,employed,0,30735,0
141275,M,employed,0,47837,.62902337
141276,M,unemployed,1,0,.51774591
141277,M,employed,0,20885,.75941962
141278,F,employed,1,5455,.306766
141279,M,retired,1,8661,0
141280,M,unemployed,1,0,.55923069
141281,F,employed,1,19089,.35893771
141282,F,employed,1,9574,.91971338
141283,M,unemployed,1,5272,0
141284,F,employed,1,15644,.72643185
141285,M,student,0,0,.77780551
141286,M,unemployed,1,0,0
141287,M,employed,1,24036,.57600796
141288,F,student,0,0,.78716671
141289,F,student,1,0,.99715978
141290,M,retired,1,5923,.26085657
141291,M,employed,1,10034,0
141292,M,unemployed,1,0,.28018168
141293,M,employed,1,13534,.013218013
141294,M,employed,1,8490,.16824764
141295,M,employed,0,9076,.68135482
141296,F,employed,1,12812,.52653193
141297,M,employed,0,7045,.21767531
141298,M,employed,1,21181,0
141299,F,student,0,0,.92504174
141300,M,student,1,0,.56771016
141301,M,employed,1,8674,.0041211848
141302,M,employed,1,9818,0
141303,M,student,0,0,.90151966
141304,F,unemployed,1,6844,0
141305,M,employed,1,8591,0
141306,F,employed,1,16152,.52407175
141307,M,employed,0,13472,.60599923
141308,M,employed,1,59108,0
141309,F,employed,1,5762,.6415357
141310,M,employed,0,7713,.42423099
141311,F,unemployed,0,28525,.32365003
141312,F,unemployed,0,0,.6174444
141313,M,employed,1,6738,0
141314,F,student,0,3958,.51005793
141315,M,unemployed,1,0,.58077925
141316,F,employed,1,6136,.15285064
141317,M,student,0,10742,.99700314
141318,M,employed,0,8657,0
141319,M,employed,1,13160,.7420302
141320,M,student,1,0,.97756422
141321,F,employed,0,36188,.62950742
141322,M,employed,0,6759,.65567029
141323,F,employed,0,294565,.2153331
141324,M,student,0,0,.052107874
141325,F,employed,1,10657,.5168131
141326,F,employed,1,10448,.076082677
141327,F,unemployed,0,0,.20361061
141328,F,employed,0,35389,.69990396
141329,F,employed,1,6884,.20082535
141330,F,unemployed,1,0,0
141331,F,student,0,0,.85369819
141332,F,student,0,8844,.85129189
141333,F,employed,0,8625,.61492682
141334,M,employed,1,41456,.15816778
141335,M,employed,1,10382,.18755786
141336,M,employed,1,10634,.60635132
141337,M,employed,0,13518,.12814546
141338,M,employed,0,16975,.83767039
141339,M,student,0,8659,.50761372
141340,M,student,0,0,.52571166
141341,M,employed,1,7394,.83477443
141342,F,employed,1,14791,.1942817
141343,M,student,0,0,0
141344,M,employed,1,7885,.77686691
141345,F,retired,1,3587,.233951
141346,M,student,0,4098,.32970649
141347,M,employed,1,7515,0
141348,M,unemployed,0,11187,.2747249
141349,M,unemployed,1,0,0
141350,M,employed,0,45040,.51743579
141351,M,employed,1,21856,.22193684
141352,M,student,0,10011,.34763926
141353,M,employed,1,14047,.56343234
141354,F,student,0,0,0
141355,F,student,0,0,.89982063
141356,M,employed,1,10510,.31868702
141357,M,unemployed,0,0,.89300114
141358,M,retired,1,12868,.21691842
141359,F,employed,1,5842,.68455541
141360,F,unemployed,1,0,.74383861
141361,F,retired,1,4588,0
141362,M,employed,0,7879,0
141363,M,employed,0,13370,.14140069
141364,F,retired,1,3932,.23801246
141365,M,unemployed,0,0,.69725758
141366,F,student,0,14878,.1297836
141367,F,student,0,0,.85830611
141368,M,student,0,0,.79447186
141369,M,employed,0,12479,.63767022
141370,M,employed,0,9411,0
141371,M,retired,0,9219,.10926083
141372,M,unemployed,1,9309,.47991565
141373,F,employed,0,8031,.67865962
141374,M,unemployed,0,28506,.47006369
141375,M,unemployed,1,0,0
141376,M,unemployed,1,10327,0
141377,M,unemployed,1,6055,.71574283
141378,M,employed,0,25440,.51291037
141379,M,unemployed,1,0,.74704063
141380,F,retired,0,13857,.18845958
141381,F,retired,0,8408,0
141382,F,employed,0,12378,.78788012
141383,M,student,0,9279,.93835652
141384,F,employed,1,4495,.70809263
141385,M,employed,1,30563,.70579463
141386,F,employed,1,10997,.61095124
141387,F,employed,1,6858,.47385618
141388,M,student,1,5755,.92002761
141389,F,employed,1,8216,.6120947
141390,M,employed,1,28812,.36242351
141391,M,employed,1,31693,.83869541
141392,M,unemployed,0,6758,0
141393,M,employed,1,23308,.53546095
141394,M,employed,1,16215,.0077598724
141395,F,employed,1,5713,.23884159
141396,M,unemployed,1,27174,.57606554
141397,M,student,0,0,.87138706
141398,F,employed,0,19477,.69073874
141399,M,retired,1,8996,.0071323952
141400,F,retired,1,6113,0
141401,M,employed,1,6244,.007230673
141402,F,retired,0,5760,.21989146
141403,M,employed,1,16187,.33108479
141404,F,employed,1,5145,.41224036
141405,M,employed,1,6100,.18034706
141406,M,employed,1,15291,.89856625
141407,M,student,0,10668,.81977546
141408,F,retired,1,6368,0
141409,F,retired,0,5377,.028714249
141410,F,retired,1,9390,.051918935
141411,M,employed,1,18159,0
141412,M,student,0,5496,.84939128
141413,M,employed,1,18942,0
141414,F,student,0,0,.7672255
141415,F,student,0,0,.87177515
141416,M,employed,0,7042,.66163695
141417,F,employed,1,36858,.19500005
141418,M,employed,1,6502,.22475247
141419,M,employed,1,37308,.44365305
141420,F,employed,1,18754,0
141421,M,employed,0,8060,.68604261
141422,M,student,0,4001,.58128023
141423,F,employed,0,7777,.60924137
141424,M,employed,0,33412,.21985294
141425,M,student,0,6471,0
141426,F,employed,1,10008,.098860785
141427,M,unemployed,0,7216,0
141428,M,employed,1,7287,.8558436
141429,M,student,1,0,.3938264
141430,F,employed,1,9723,0
141431,F,employed,1,10046,0
141432,F,employed,1,16314,.87828749
141433,F,unemployed,0,0,0
141434,M,student,0,0,.4190149
141435,F,employed,1,68430,.46310267
141436,F,unemployed,1,0,.50688398
141437,F,retired,1,4743,.20394787
141438,F,retired,1,11722,0
141439,M,unemployed,1,12424,.30770966
141440,M,student,0,0,.24466896
141441,F,employed,1,16920,.62012243
141442,M,employed,1,26419,.60302335
141443,F,unemployed,1,0,0
141444,F,employed,1,79125,0
141445,M,employed,1,13014,0
141446,M,unemployed,1,13016,.46978503
141447,F,employed,0,9043,.69376659
141448,M,employed,1,17310,.85459453
141449,M,student,0,0,.24108887
141450,M,employed,1,24816,.55391324
141451,M,employed,0,19599,.18006401
141452,F,employed,1,8321,.29045361
141453,M,unemployed,1,0,0
141454,M,employed,1,6434,0
141455,F,employed,1,41352,.28108621
141456,M,employed,1,13772,.16781938
141457,F,student,0,0,.89830387
141458,M,employed,1,8211,0
141459,M,employed,1,8923,.67720395
141460,M,employed,1,665996,0
141461,M,employed,0,20441,.18298568
141462,M,employed,0,6150,.56117707
141463,M,student,0,19616,0
141464,F,student,0,2709,.89313
141465,M,employed,1,28314,.45202151
141466,M,employed,0,17276,.41729465
141467,M,employed,1,6524,.51881963
141468,F,student,0,55627,.88782972
141469,M,employed,1,5687,.13387717
141470,F,employed,1,21220,.61939979
141471,F,employed,1,14096,.068897732
141472,M,unemployed,1,11242,.55403471
141473,M,unemployed,0,0,.001485928
141474,F,student,0,0,0
141475,M,employed,0,95854,.56284678
141476,M,employed,0,12080,.91320759
141477,M,retired,1,15441,0
141478,M,employed,1,21526,0
141479,F,employed,1,9204,.5356375
141480,M,employed,1,13961,0
141481,F,unemployed,1,0,0
141482,F,retired,1,3744,.27922818
141483,M,employed,1,6414,0
141484,M,employed,0,12555,.43447509
141485,M,employed,1,7902,0
141486,M,student,0,0,.17877418
141487,F,student,0,0,.48671973
141488,F,employed,1,8934,.95986283
141489,M,employed,1,5267,0
141490,M,student,0,0,.98305279
141491,F,employed,0,13177,.15792374
141492,F,retired,1,4634,.3446795
141493,F,employed,1,11801,.55713964
141494,M,employed,1,6078,.89795053
141495,F,employed,1,26081,0
141496,F,student,1,7674,.79096228
141497,F,unemployed,1,18862,.56214279
141498,F,employed,1,8013,.56361395
141499,M,employed,0,28294,.64542228
141500,M,employed,1,51335,.12501279
141501,F,unemployed,1,11863,.66213721
141502,M,student,0,0,.30535996
141503,M,student,1,23266,.9394325
141504,F,unemployed,1,0,0
141505,M,unemployed,0,8572,.57960284
141506,M,student,0,0,.95513755
141507,M,employed,0,35845,.51438493
141508,M,unemployed,1,0,0
141509,M,retired,1,78851,.044311933
141510,M,employed,1,28752,.53545648
141511,F,employed,1,13432,.99203992
141512,F,employed,1,19739,.54161739
141513,F,employed,1,23227,.71530575
141514,M,student,1,0,.84079266
141515,F,employed,1,7010,.77214277
141516,F,employed,1,4193,.2400918
141517,M,student,0,0,.77497131
141518,F,unemployed,1,8936,0
141519,F,student,0,0,.8489337
141520,F,employed,0,25195,.50396353
141521,M,employed,1,8151,.17299862
141522,F,employed,0,14862,.70771605
141523,M,employed,1,6404,.73170233
141524,M,employed,0,35616,.8448692
141525,F,student,0,0,.86802322
141526,F,employed,1,6773,.81115341
141527,F,unemployed,1,0,.59347951
141528,F,employed,1,69024,.32019058
141529,F,unemployed,1,8294,.61328703
141530,F,employed,1,10183,.27519792
141531,M,retired,1,4566,0
141532,M,unemployed,1,12888,.055885483
141533,M,employed,1,8090,.30949634
141534,M,unemployed,1,10130,0
141535,F,employed,1,7649,0
141536,M,employed,1,13156,0
141537,M,employed,1,17944,.13910255
141538,M,employed,1,228100,0
141539,F,employed,0,337540,.59965128
141540,M,employed,1,8675,.89383978
141541,F,employed,1,7250,.15968144
141542,M,retired,1,5517,.36443725
141543,M,student,0,0,.85851687
141544,M,employed,1,7946,.34524864
141545,M,employed,1,10358,.52202255
141546,F,unemployed,0,14194,.52268666
141547,F,employed,1,181129,.75232965
141548,F,employed,1,8762,.089650847
141549,F,unemployed,1,9268,.55330503
141550,M,employed,1,10289,.86180985
141551,F,unemployed,1,0,.20863372
141552,F,employed,1,5139,0
141553,M,employed,1,8367,.80632657
141554,F,employed,1,9820,0
141555,M,employed,1,18809,0
141556,M,employed,0,14276,.28941166
141557,M,employed,1,14208,.099229187
141558,F,unemployed,1,6234,.97815084
141559,F,student,0,0,.21351083
141560,F,employed,1,26553,.27652937
141561,M,employed,0,10314,.72986001
141562,F,unemployed,1,12243,0
141563,M,unemployed,1,8227,.65935493
141564,M,student,1,0,.069278739
141565,M,unemployed,1,0,.50075006
141566,F,employed,1,8724,.29575303
141567,F,employed,0,17297,.50000405
141568,F,employed,1,6782,.13146611
141569,F,employed,1,23638,.88282192
141570,F,student,0,6871,.80708325
141571,M,employed,0,12895,.57230556
141572,M,employed,1,19050,.72566909
141573,F,employed,1,18825,.87387282
141574,M,employed,1,30906,.29923898
141575,F,retired,1,13629,.021791602
141576,F,employed,1,5304,.35185835
141577,F,unemployed,1,0,0
141578,M,unemployed,0,0,.97819376
141579,F,employed,1,7415,.3190586
141580,M,employed,1,16701,0
141581,M,employed,1,14856,.64289808
141582,M,employed,1,176441,.76828444
141583,F,retired,1,84642,0
141584,M,unemployed,1,44176,0
141585,F,employed,0,8969,.19221877
141586,M,employed,1,17560,.24628839
141587,M,employed,1,32299,.56986308
141588,F,unemployed,0,0,.27068949
141589,M,student,0,0,.43778551
141590,F,employed,1,20601,.21183756
141591,M,employed,1,13392,0
141592,M,student,0,0,.24506697
141593,M,unemployed,1,8970,.17089468
141594,M,retired,0,14189,0
141595,M,unemployed,0,11274,0
141596,F,unemployed,0,62515,.20178798
141597,M,employed,0,21394,.6518231
141598,M,employed,1,13477,.23450243
141599,M,unemployed,1,7719,.85873657
141600,M,unemployed,0,0,.52620512
141601,F,employed,1,11746,.96002865
141602,F,employed,1,44141,.20042427
141603,M,employed,1,12695,.45523518
141604,M,student,0,2635,.6682359
141605,M,employed,1,6818,.70839441
141606,M,student,0,0,.2415261
141607,F,unemployed,0,0,0
141608,M,retired,0,4952,.36784646
141609,M,employed,1,12108,.37026098
141610,F,employed,0,11450,.28657314
141611,M,employed,0,41050,.37329552
141612,M,student,0,4099,.22021265
141613,M,employed,0,49420,.63963807
141614,M,student,0,11642,.83516097
141615,F,employed,0,9935,0
141616,M,employed,1,8085,.12175889
141617,M,employed,1,49402,0
141618,F,employed,1,9415,.51028049
141619,F,employed,1,5001,.58291095
141620,F,employed,1,7683,.88997549
141621,M,student,0,0,.92448127
141622,F,unemployed,0,12221,.8050828
141623,M,retired,1,26552,0
141624,M,unemployed,1,0,0
141625,M,employed,1,10380,0
141626,M,employed,1,7205,.66998887
141627,M,unemployed,0,6858,.56671274
141628,M,employed,1,10614,.47920653
141629,F,unemployed,1,0,0
141630,M,employed,1,38098,.4577508
141631,M,student,0,4675,.91837472
141632,F,employed,0,30002,.48424637
141633,M,student,0,6889,.96068001
141634,M,employed,0,16264,0
141635,M,employed,1,13135,.51344526
141636,F,employed,0,28736,.22241519
141637,F,employed,0,20049,0
141638,M,unemployed,1,0,.51993918
141639,F,employed,0,13160,.78394318
141640,M,retired,0,6090,.39902204
141641,M,employed,1,9805,.76788723
141642,F,student,0,0,.95265222
141643,M,student,0,0,.49020547
141644,F,student,0,0,.83117282
141645,M,unemployed,1,0,.69861799
141646,M,student,1,15019,.99158448
141647,M,employed,1,14256,0
141648,F,student,0,0,.24688944
141649,M,unemployed,1,7577,0
141650,M,employed,1,12057,0
141651,F,employed,0,7477,0
141652,M,employed,1,14650,.51329511
141653,M,employed,0,9179,0
141654,M,student,1,0,.84084761
141655,F,unemployed,1,6851,0
141656,F,student,0,0,.28007585
141657,F,student,0,0,.22128248
141658,F,student,0,5997,.17997426
141659,M,student,0,17434,.90443665
141660,M,retired,0,5279,.27912998
141661,F,retired,1,5744,.010488527
141662,F,employed,1,11286,.4224427
141663,M,employed,1,6753,.345424
141664,M,employed,0,8019,.38356778
141665,M,employed,1,11497,.51736259
141666,M,employed,0,13943,.69137186
141667,M,employed,1,13576,.47339147
141668,M,unemployed,1,0,.81529677
141669,F,employed,0,42556,.90692675
141670,F,employed,1,50073,.065793328
141671,M,unemployed,1,22783,.65788823
141672,F,student,0,13592,.74144804
141673,F,employed,1,40919,.5188024
141674,M,employed,0,36887,0
141675,M,employed,1,9616,.667436
141676,F,retired,0,5242,.21888557
141677,M,student,1,0,.86866581
141678,F,employed,0,17733,.71952921
141679,M,student,0,0,.80218911
141680,M,employed,1,19341,.57716072
141681,M,student,0,0,.22735432
141682,F,unemployed,1,7757,.90011978
141683,F,student,0,0,.6022383
141684,F,retired,0,8266,.28722748
141685,M,employed,0,29728,0
141686,M,student,0,3044,.17624
141687,F,unemployed,0,0,.85963881
141688,F,employed,0,9964,.61169034
141689,F,retired,1,7126,.22560155
141690,M,student,1,0,.90608096
141691,M,employed,1,7428,0
141692,F,student,0,4839,.33336926
141693,F,employed,1,10578,.70083588
141694,F,unemployed,1,7596,.71837431
141695,M,student,0,0,.92524314
141696,M,employed,1,9630,.74095803
141697,M,employed,0,19319,.55388248
141698,M,employed,1,42934,0
141699,F,student,0,0,0
141700,M,employed,1,11057,.565319
141701,F,unemployed,0,18345,.77384919
141702,F,student,0,0,.98029345
141703,M,retired,0,3766,.11445888
141704,F,unemployed,1,0,0
141705,M,employed,1,69202,.79236776
141706,F,student,0,0,.64151818
141707,M,employed,1,5729,.59171933
141708,M,unemployed,1,9385,.63818091
141709,F,employed,0,8425,0
141710,M,unemployed,1,9173,.82784188
141711,F,retired,1,3070,.25419709
141712,F,employed,0,18006,.43556735
141713,M,employed,1,14877,.59925032
141714,F,employed,1,6880,.27077293
141715,F,employed,1,6141,0
141716,M,employed,1,30372,.0043019601
141717,M,unemployed,1,8714,0
141718,F,employed,1,6152,.79072815
141719,M,unemployed,0,24904,.52741224
141720,F,unemployed,1,0,0
141721,F,student,0,5170,.8575356
141722,M,retired,1,20611,0
141723,M,employed,1,62970,.81182986
141724,F,unemployed,1,9681,.49283162
141725,F,retired,0,6788,0
141726,F,unemployed,1,10599,0
141727,F,employed,1,9159,.61552149
141728,F,retired,1,7299,0
141729,M,retired,0,7242,.23027733
141730,M,employed,0,193657,.083405264
141731,M,student,0,0,.77867007
141732,F,employed,1,10508,.52183861
141733,M,employed,1,10470,.09401913
141734,F,employed,0,168923,.079530664
141735,M,student,0,8823,0
141736,F,employed,0,7020,0
141737,M,employed,1,14049,.30295748
141738,F,employed,0,26019,.34504673
141739,M,unemployed,1,14747,.77957737
141740,M,employed,1,8931,.24239697
141741,F,student,0,0,.89036798
141742,F,employed,1,6147,.58355248
141743,M,employed,1,10971,.19622706
141744,M,employed,0,13389,.32444727
141745,M,unemployed,0,0,0
141746,M,student,0,4094,.7893905
141747,M,unemployed,1,5634,0
141748,M,employed,1,29830,.4731088
141749,M,employed,0,61996,.82091826
141750,F,unemployed,1,0,.70499521
141751,M,employed,1,18456,.69554365
141752,M,employed,1,22486,.11425229
141753,F,employed,1,8040,0
141754,M,retired,1,6515,0
141755,F,student,0,0,0
141756,M,employed,1,7225,.74718308
141757,M,employed,1,7023,.55021614
141758,F,student,0,0,.35568544
141759,M,student,0,0,0
141760,F,employed,1,14112,.23818333
141761,M,employed,0,18817,.66990846
141762,F,student,0,0,.95522767
141763,F,retired,1,5786,.0094575984
141764,M,employed,1,9104,0
141765,F,student,0,4544,.79827464
141766,M,employed,0,7618,.58096474
141767,F,unemployed,0,0,0
141768,F,employed,1,12434,.60626203
141769,M,employed,1,6853,.51455092
141770,M,retired,0,44306,0
141771,M,employed,0,6917,0
141772,F,employed,1,28473,.97824925
141773,F,student,0,0,.89366853
141774,M,employed,0,22750,0
141775,M,retired,0,20765,.10401122
141776,F,employed,0,22215,.74095196
141777,M,employed,0,29112,.46391624
141778,M,retired,1,2332,0
141779,F,student,0,0,.85522705
141780,F,student,0,0,.61294055
141781,F,student,0,0,.44372231
141782,M,employed,1,5164,.89450628
141783,F,student,0,0,.85760903
141784,M,employed,0,8107,.71489376
141785,F,employed,1,48420,.67865306
141786,M,employed,1,117510,.75326252
141787,F,student,0,8520,.86749327
141788,F,student,0,0,.8462522
141789,F,student,0,18381,.8569032
141790,M,employed,1,9197,0
141791,F,employed,1,4811,.67293161
141792,M,employed,1,11279,.34274662
141793,M,employed,0,51471,0
141794,M,employed,1,8036,.96748322
141795,M,employed,1,118214,.59183425
141796,M,retired,0,7138,.073797874
141797,M,employed,1,38203,.34965542
141798,M,unemployed,1,14356,.40426937
141799,F,retired,0,9142,.29753888
141800,F,unemployed,0,4936,.38938773
141801,M,employed,1,25178,.55706066
141802,M,unemployed,0,0,.59727669
141803,F,employed,1,11239,.46785581
141804,M,employed,1,93498,.35472098
141805,F,employed,0,27581,.55546135
141806,M,employed,0,7707,0
141807,M,employed,1,43921,.58045822
141808,M,student,0,0,.039368499
141809,M,employed,1,13118,0
