sex,employment,married,income,signal1,signal2,signal3,default,PD1,PD2,PD3
M,employed,1,18101,0.82588917,0.86102557,0.1840391,1,0.030573752,0.025105206,0.060172994
F,retired,0,4482,0.0,0.0015064488,0.0,0,0.11363379,0.119165465,0.12563834
F,student,0,0,0.32411972,0.38096631,0.36381802,0,0.23189886,0.2318399,0.19274098
M,employed,1,60367,0.56664693,0.0,0.0,0,0.0036332188,0.008110872,0.004809077
M,employed,1,7851,0.51458865,0.0,0.75799865,0,0.12195466,0.12747024,0.08605977
F,unemployed,1,0,0.41282293,0.61384362,0.62002629,0,0.26966107,0.24052906,0.22108316
M,student,0,19818,0.34174308,0.45341802,0.0,0,0.022918712,0.025342945,0.020656245
M,employed,1,12391,0.0,0.51443672,0.62022334,0,0.07532081,0.06953728,0.047152836
M,employed,1,145352,0.0,0.82593018,0.60936219,0,0.0022586456,0.0009314594,0.0015736874
M,employed,0,66429,0.5574019,0.62862259,0.55157709,0,0.0032988973,0.002403683,0.004687325
M,employed,1,8235,0.81318724,0.49823573,0.0,0,0.079419665,0.121242195,0.12726583
M,employed,1,6158,0.63011706,0.63194448,0.0,0,0.14146139,0.12769549,0.17964844
F,employed,1,7461,0.0,0.83028114,0.87400031,0,0.13145454,0.090015955,0.087480344
M,unemployed,1,15114,0.0,0.52491134,0.97777617,0,0.041850496,0.040565424,0.019623293
M,student,0,0,0.86464602,0.50258756,0.08083611,0,0.12708257,0.21269171,0.28315216
M,student,1,0,0.30338532,0.45920399,0.86304593,0,0.23509976,0.22461514,0.14316128
M,employed,1,5291,0.16949803,0.92513484,0.0,0,0.24556321,0.10778717,0.18003358
M,unemployed,1,24027,0.50118631,0.13659385,0.0084293718,0,0.015656497,0.02345944,0.025680564
M,employed,1,31098,0.0,0.50710273,0.50113791,0,0.026988596,0.02788521,0.02414926
F,employed,0,6543,0.62797523,0.0,0.48291183,0,0.15004404,0.17025657,0.16110773
M,retired,1,8146,0.14648536,0.25072461,0.25102785,0,0.095017664,0.061739616,0.06328849
M,student,0,0,0.38518435,0.16140281,0.83895761,1,0.22342315,0.25390708,0.1420687
M,student,0,6461,0.87285292,0.93635219,0.83528954,0,0.08015775,0.07652531,0.08796683
M,employed,1,23559,0.0,0.54911619,0.73427641,0,0.023624128,0.019294452,0.018735684
F,retired,1,11128,0.29768762,0.0,0.24994361,0,0.03780843,0.047363237,0.042040464
M,unemployed,1,0,0.85584688,0.34467635,0.71650547,0,0.15718268,0.28459018,0.2026739
F,employed,1,15915,0.0,0.0,0.49273223,0,0.056219418,0.054806326,0.051392898
F,student,0,0,0.7343868,0.8137325,0.2636629,0,0.16216654,0.14873908,0.22540273
M,student,0,16693,0.73434705,0.90165234,0.96257448,0,0.021722307,0.019297376,0.018035632
M,unemployed,1,0,0.0,0.73489237,0.80309731,1,0.25720546,0.20336828,0.16535471
F,student,0,0,0.85660505,0.1630207,0.94872797,0,0.12888789,0.25307828,0.13245115
F,unemployed,1,0,0.5779897,0.55858219,0.0,0,0.2201345,0.2427683,0.24182822
M,student,0,14317,0.088907816,0.74966455,0.32841122,0,0.05000367,0.02537212,0.038694836
F,employed,1,11689,0.40454906,0.62841004,0.73241925,0,0.0799867,0.050509892,0.048182108
M,employed,0,85731,0.78446317,0.81651562,0.77921051,0,0.001307771,0.0009856358,0.001750071
F,employed,1,12041,0.68052441,0.5623551,0.0,0,0.05177361,0.06017547,0.07760576
F,employed,1,8449,0.0,0.54164362,0.0,0,0.11228652,0.1062213,0.11386822
F,student,1,43180,0.0,0.94009274,0.73542154,0,0.011765795,0.00591635,0.010683255
F,employed,1,34908,0.71467805,0.61165333,0.61806285,0,0.014161351,0.012998601,0.017263921
F,employed,0,7560,0.61922872,0.67155629,0.67455155,0,0.1190632,0.11011016,0.101009265
M,student,0,0,0.84987468,0.85422993,0.034003053,0,0.12708257,0.1297383,0.29541197
M,retired,1,7286,0.096530601,0.0036130094,0.0,0,0.1170764,0.08606724,0.08870212
M,employed,1,8186,0.68344146,0.74390292,0.56144941,0,0.081497155,0.087352306,0.10901276
F,retired,1,3335,0.24529187,0.24309516,0.0,0,0.1349593,0.13044581,0.14365652
M,retired,1,7944,0.16235436,0.0,0.25882548,0,0.095746875,0.07774618,0.06530417
F,employed,1,11254,0.0,0.39507049,0.83420676,0,0.08644844,0.09891218,0.051270403
M,employed,0,140095,0.5048722,0.20478483,0.46052411,0,0.0017287567,0.0024299545,0.001954596
F,retired,1,3284,0.0,0.0,0.20426819,0,0.13262227,0.14181073,0.14390069
F,student,0,0,0.54170489,0.93891859,0.0,0,0.19306014,0.12020023,0.1920391
M,employed,0,21448,0.33303279,0.89733678,0.0,0,0.03889848,0.02479971,0.036365576
F,employed,1,5549,0.51858974,0.6792956,0.0,0,0.15555044,0.1260166,0.17581098
F,retired,0,112,0.22921686,0.047292728,0.0,0,0.18278287,0.2761162,0.18297414
F,unemployed,1,0,0.56735688,0.42178479,0.5720216,1,0.23603587,0.27976832,0.22690384
F,employed,1,6447,0.2187157,0.16990089,0.7092182,1,0.18395907,0.21215022,0.1238921
M,student,0,16528,0.81685203,0.90374827,0.89473641,0,0.022344016,0.019297376,0.01825314
F,employed,1,68796,0.79370576,0.79923767,0.85555363,0,0.0025151048,0.0020820978,0.0034822258
M,employed,1,9376,0.89906156,0.038423862,0.55558383,1,0.072318256,0.19045489,0.09966141
F,employed,0,7077,0.20372047,0.7656709,0.0,0,0.18588957,0.1189531,0.16694525
F,unemployed,1,0,0.5038138,0.0,0.84594315,0,0.2550214,0.24950142,0.17168167
M,employed,1,32336,0.63464195,0.54856998,0.0,0,0.02242435,0.0189331,0.024897605
M,employed,0,8223,0.66088599,0.067112342,0.75494111,0,0.090590976,0.2060696,0.088550694
M,employed,1,9489,0.82065517,0.75721419,0.71182293,0,0.0722664,0.07650924,0.07275406
F,employed,0,11175,0.6756826,0.52929193,0.90860164,0,0.066300966,0.08946027,0.051030166
M,employed,1,27848,0.33017984,0.0,0.53890187,0,0.028855536,0.02865298,0.024917653
M,employed,1,9198,0.7010814,0.82369083,0.4271473,0,0.07002519,0.067301415,0.11561988
M,retired,0,12427,0.39937726,0.0,0.17291756,0,0.03157948,0.04180617,0.049260005
M,employed,1,7203,0.58738393,0.94625163,0.14582044,0,0.10741718,0.07695738,0.21073732
F,employed,1,7774,0.34502736,0.37638852,0.10887463,0,0.13740794,0.14182091,0.19729765
M,employed,1,107537,0.55058873,0.98587239,0.064516075,0,0.0013216472,0.0012285929,0.0028450731
M,employed,1,26414,0.5609535,0.0,0.63082123,0,0.021784805,0.02908791,0.020787245
M,employed,0,40476,0.62496692,0.0,0.65676641,0,0.012834323,0.018075213,0.01565228
M,student,0,0,0.85579175,0.0,0.35811245,0,0.12708257,0.185549,0.1894361
F,unemployed,1,0,0.81400073,0.53076535,0.1905956,1,0.19075935,0.25843656,0.3413557
M,student,0,0,0.97254503,0.86199677,0.75248694,0,0.104634404,0.1308111,0.16835204
F,retired,1,11774,0.20105419,0.23482911,0.28111327,0,0.04223967,0.040547006,0.033113204
F,employed,1,9599,0.56680769,0.60898256,0.10269318,0,0.092401624,0.084204964,0.16415407
F,employed,0,28297,0.0,0.23712623,0.71233696,0,0.030781118,0.036845166,0.022212291
F,employed,0,5499,0.68258524,0.22386701,0.6523068,0,0.14151922,0.21215335,0.13696231
F,student,0,10481,0.57308489,0.76895416,0.87157464,0,0.038554303,0.033104718,0.028065616
M,unemployed,1,17283,0.11937293,0.28749442,0.34921938,0,0.05285417,0.045174543,0.04228056
F,student,0,11166,0.52622247,0.99089348,0.87357116,0,0.038672443,0.021904912,0.026799306
M,unemployed,1,0,0.0,0.0,0.0,0,0.25720546,0.25323108,0.2459389
F,employed,1,6476,0.0,0.41089958,0.52103072,0,0.15446424,0.17230687,0.13548695
F,employed,0,7714,0.24559395,0.69003671,0.0,0,0.1617013,0.10160043,0.1469229
F,employed,1,39511,0.6453256,0.54124063,0.77809173,0,0.011131814,0.013944337,0.013819448
M,retired,0,3859,0.0,0.09380652,0.0,0,0.1363569,0.20979154,0.15305316
M,student,0,0,0.87501746,0.63494831,0.9089005,0,0.12708257,0.18066522,0.121629305
F,employed,1,6727,0.53969449,0.68176478,0.98534626,0,0.14364704,0.121512644,0.08496987
M,employed,0,39296,0.034322347,0.84171617,0.6739763,0,0.03014974,0.0086606,0.0146768605
M,employed,1,81040,0.032264642,0.0,0.87581831,0,0.0037514374,0.0029510916,0.0018827853
M,employed,1,11687,0.13413964,0.54228079,0.0,0,0.108875565,0.069627255,0.081498
M,employed,1,27455,0.29235575,0.5847829,0.47616646,0,0.031494334,0.02213519,0.028475404
M,employed,1,12041,0.0,0.75490779,0.43661138,0,0.07613186,0.04856439,0.078461505
M,employed,0,12005,0.76491851,0.0,0.0,0,0.058455773,0.08316378,0.08787036
M,unemployed,0,0,0.62189084,0.16945164,0.0,0,0.21180315,0.3199712,0.24368985
F,student,0,0,0.9891786,0.80100083,0.30700856,0,0.11495842,0.14813787,0.2120118
F,employed,0,31339,0.27715114,0.2393579,0.0,0,0.034361776,0.037416108,0.027653605
F,student,0,0,0.88798761,0.7791267,0.64806968,0,0.13294093,0.15305182,0.18263087
F,unemployed,1,0,0.22323352,0.66999525,0.56648117,1,0.29187518,0.21895625,0.22738598
F,employed,1,14738,0.47002444,0.56026292,0.0,0,0.057123262,0.047363784,0.06104786
F,employed,1,5060,0.0,0.21046618,0.0,0,0.16515,0.20772326,0.17581098
M,employed,1,9927,0.23326814,0.52906972,0.0,0,0.12777045,0.09935467,0.11268668
F,employed,1,37758,0.0,0.14160803,0.542247,0,0.020206874,0.027113242,0.01816736
F,employed,1,9422,0.61322492,0.96175134,0.52969992,0,0.08001899,0.05973352,0.10007558
M,unemployed,1,0,0.40062466,0.0,0.15708138,0,0.27698073,0.25323108,0.3548909
M,employed,0,11144,0.78976375,0.24826087,0.0,0,0.06456898,0.115809776,0.10066107
M,employed,1,12366,0.60226482,0.40804261,0.19313107,0,0.058130123,0.08833308,0.10752331
F,employed,0,6646,0.46115685,0.77618706,0.80752665,0,0.17770258,0.13338742,0.1171871
M,employed,1,20022,0.59378016,0.71930569,0.22370477,0,0.028135184,0.021842606,0.046037
F,employed,1,47798,0.0,0.47082216,0.090157099,0,0.009216295,0.007803603,0.011865917
M,retired,1,65537,0.0,0.0,0.034150168,0,0.004108782,0.0052086636,0.0051027006
M,employed,0,27087,0.25519186,0.0,0.15765448,0,0.037152432,0.031732444,0.04079485
M,retired,1,3511,0.0,0.0,0.0,1,0.14088915,0.14949097,0.15268907
F,employed,1,11049,0.34854326,0.59567344,0.0,0,0.09705253,0.06654821,0.09141943
M,unemployed,1,13574,0.61729431,0.0,0.58271009,0,0.031518545,0.04297458,0.03269295
M,unemployed,0,16097,0.0,0.39245242,0.19194043,0,0.03343566,0.042318407,0.04666471
F,employed,0,5321,0.68636698,0.58986175,0.76856726,0,0.14484312,0.15469281,0.14063525
M,unemployed,0,9395,0.53855717,0.0,0.83525187,0,0.085956745,0.08737865,0.050947793
F,student,0,0,0.89382017,0.50296015,0.85229141,0,0.13294093,0.21538544,0.14431645
F,student,0,0,0.2922051,0.47332335,0.22868338,1,0.23010767,0.21320453,0.2277718
M,student,0,0,0.0,0.61874413,0.0,0,0.17902431,0.189572,0.19037929
F,unemployed,1,13120,0.51645219,0.52419394,0.88766652,0,0.044437993,0.04626186,0.026372716
M,retired,0,4561,0.32482454,0.17088227,0.23724234,0,0.09260983,0.12764362,0.097110815
F,employed,1,6393,0.0,0.70855361,0.70483077,0,0.16356334,0.122313365,0.12103161
M,employed,0,128833,0.7160449,0.00089665526,0.71076953,0,0.001228642,0.0027268778,0.0017533796
M,employed,1,8650,0.70286828,0.0,0.58704209,0,0.07446971,0.117299855,0.095550105
F,retired,1,27426,0.095751248,0.0,0.0,0,0.029536117,0.019574966,0.018978085
M,employed,1,10395,0.0,0.27173021,0.052421097,1,0.099328116,0.123486675,0.1613272
F,employed,0,62415,0.82438797,0.55180514,0.64157724,0,0.0036507032,0.0032067925,0.0050732573
M,retired,0,9860,0.0,0.0,0.25945583,0,0.05615376,0.059956953,0.05638539
M,student,0,0,0.89801782,0.97781032,0.20211971,0,0.13617973,0.100563124,0.24656741
M,employed,1,15727,0.42351088,0.11388571,0.59796989,0,0.05952887,0.08027896,0.04199553
F,unemployed,1,0,0.76888657,0.81999165,0.0,0,0.18752062,0.17717034,0.24182822
M,student,0,16923,0.013642158,0.26616666,0.84001535,0,0.044623215,0.03772495,0.020453412
F,student,0,6011,0.90708482,0.0,0.90282255,0,0.09295878,0.11687296,0.08579934
F,student,0,0,0.91800213,0.0,0.7904402,0,0.13396508,0.18545634,0.15916449
M,employed,1,25435,0.54888976,0.10720164,0.0,0,0.019553307,0.033616055,0.02740176
F,unemployed,1,7066,0.64240468,0.0,0.0,0,0.107664146,0.13053557,0.1359793
M,retired,1,3346,0.0,0.0,0.0,0,0.14088915,0.14949097,0.15268907
F,retired,1,13772,0.0,0.20245512,0.0,0,0.027958015,0.031969972,0.029067142
F,employed,1,27453,0.57082534,0.74513239,0.88069916,0,0.021450989,0.020355513,0.016990056
M,student,0,0,0.95140928,0.97002864,0.72424996,1,0.1155665,0.09619516,0.16580956
M,employed,1,5792,0.56289333,0.0,0.23455523,1,0.14319229,0.16599275,0.20266068
F,employed,0,23450,0.024507066,0.53213823,0.0,0,0.041398264,0.025335155,0.028204534
M,employed,1,18372,0.8180964,0.71072131,0.68376523,0,0.030573752,0.025151657,0.03087199
M,employed,0,29690,0.031487275,0.50926602,0.0,0,0.047449145,0.02914096,0.028128738
M,employed,1,20653,0.54476666,0.0,0.52687669,0,0.02822314,0.03448762,0.02876404
F,student,0,0,0.22550508,0.49012005,0.61186081,0,0.23021057,0.21860509,0.18310411
M,employed,1,13998,0.0,0.79321218,0.0,0,0.05485454,0.0338608,0.05917345
F,unemployed,1,0,0.53798968,0.77970511,0.65180057,0,0.24672928,0.18647149,0.22254647
M,employed,1,161192,0.50893754,0.13843811,0.51437181,0,0.0014799668,0.002558745,0.0016568981
M,employed,1,6403,0.67253077,0.0,0.0,0,0.12931958,0.16495468,0.17973606
M,student,0,0,0.8419131,0.90297312,0.86016732,0,0.12501198,0.12953787,0.14138985
M,employed,1,123827,0.50057381,0.75589585,0.32710317,0,0.0016789681,0.0010224174,0.00237362
F,employed,1,4560,0.94423378,0.59119928,0.52441454,0,0.097661346,0.13849922,0.14300822
M,employed,1,37179,0.0,0.21764691,0.31688863,0,0.019814607,0.024522386,0.023719536
M,employed,0,17193,0.053546093,0.72676891,0.9274928,0,0.089164585,0.03509809,0.030910663
M,employed,1,22906,0.0,0.76669663,0.0,0,0.028871477,0.01954913,0.03232857
F,retired,0,7940,0.31271464,0.26179975,0.0,0,0.0594269,0.0681166,0.07724052
M,retired,0,14866,0.041774586,0.25498709,0.0,0,0.045983788,0.03067395,0.03364687
M,retired,1,11443,0.0,0.11044224,0.0,0,0.0441192,0.06191947,0.048672225
F,employed,1,8708,0.64978147,0.0,0.67854398,0,0.079407476,0.10936426,0.073830985
M,unemployed,1,23114,0.44321206,0.0,0.71743351,0,0.021464154,0.019852052,0.015248665
M,employed,1,114182,0.58721089,0.02499898,0.0,0,0.0013174596,0.0052945116,0.001921492
M,retired,0,26878,0.0,0.30245358,0.0,0,0.018205807,0.017713826,0.01835205
M,employed,1,42137,0.32596681,0.40047657,0.86031485,0,0.019535568,0.019609831,0.0089845415
M,employed,1,427945,0.13852879,0.99397373,0.32701179,0,0.0032300963,0.001764988,0.002235094
M,employed,1,11192,0.57628548,0.0,0.43071312,0,0.06709737,0.09064208,0.09317514
M,employed,0,21786,0.47025016,0.31353843,0.57316059,0,0.03016276,0.040311594,0.024317097
M,employed,1,10339,0.21264397,0.71762884,0.53612792,0,0.119485706,0.06271494,0.094659396
M,student,0,0,0.72646922,0.90661448,0.90010512,0,0.15930706,0.12953787,0.12465113
M,employed,1,14091,0.0,0.66180545,0.61799169,0,0.05485454,0.038696826,0.03747948
F,employed,1,10656,0.51125389,0.8971706,0.88523602,1,0.091429986,0.06047204,0.052039802
F,retired,1,2955,0.0,0.14379027,0.0,0,0.12896097,0.1585463,0.14010014
M,employed,1,22198,0.0,0.0,0.0,0,0.028871477,0.029533282,0.031587925
M,employed,1,9847,0.0,0.032058913,0.64085722,0,0.108893126,0.18961364,0.07073451
M,unemployed,1,11226,0.66025192,0.0,0.54156399,0,0.045981895,0.07117599,0.06471244
M,employed,1,15807,0.27444375,0.30284882,0.82987148,0,0.06554605,0.07183591,0.0347966
F,retired,0,5240,0.0,0.0,0.20392568,0,0.10590504,0.10917849,0.1148936
M,unemployed,1,0,0.56527781,0.60789847,0.67487043,0,0.23731863,0.23840652,0.20068824
M,student,0,0,0.70896,0.0,0.73375684,0,0.15930706,0.185549,0.16580956
M,employed,0,18334,0.44172335,0.58193386,0.0,0,0.04807929,0.036512483,0.049552057
M,employed,1,12650,0.58836144,0.5108251,0.59302539,0,0.055818316,0.06658615,0.052382488
M,employed,1,19509,0.51710862,0.24634404,0.8551901,0,0.03227251,0.046573948,0.021840395
F,student,0,0,0.0,0.69537097,0.37397805,1,0.18315956,0.18364875,0.18302362
M,employed,1,47579,0.0,0.56562042,0.38956174,0,0.009035428,0.004414732,0.009064892
F,employed,1,23543,0.38198707,0.10855532,0.99916625,0,0.02345807,0.03126506,0.014882618
M,retired,1,16785,0.29248661,0.28818452,0.15974517,0,0.025498487,0.027376216,0.033828557
M,student,0,9475,0.29395828,0.48749876,0.82677156,0,0.056787897,0.04992062,0.03107599
F,employed,0,27141,0.24299224,0.425118,0.23907629,0,0.037702486,0.038254954,0.039648477
F,retired,1,6754,0.15569019,0.20095375,0.0,0,0.13031742,0.114175595,0.10645305
M,employed,0,170530,0.80521703,0.051328585,0.76907897,0,0.0011698725,0.004773917,0.0019973915
F,unemployed,1,0,0.0,0.54942304,0.59396166,0,0.2549786,0.24324025,0.22690384
M,employed,0,9165,0.57694799,0.72494566,0.93561703,0,0.08728816,0.07407708,0.06273773
M,employed,1,15571,0.29190621,0.031943087,0.097108029,0,0.06480119,0.09807034,0.08923366
F,retired,1,45386,0.0,0.30900115,0.0,0,0.009182607,0.007134367,0.007613251
F,retired,0,2929,0.18005465,0.24032101,0.22380951,0,0.1847702,0.1350789,0.12521343
M,employed,1,10591,0.39064685,0.66654408,0.65464491,0,0.1078807,0.06430175,0.06509392
F,unemployed,1,0,0.85396183,0.0,0.74030924,0,0.15458092,0.24950142,0.19337517
F,employed,0,108310,0.085263856,0.51831502,0.62218857,0,0.004669591,0.0017167194,0.001824414
F,employed,1,16668,0.0,0.0,0.26606366,0,0.05151075,0.049664184,0.06284733
F,student,1,3239,0.96697098,0.0,0.12981081,0,0.115995064,0.1504467,0.2340713
M,student,0,0,0.85205096,0.92966104,0.752599,0,0.12708257,0.11782886,0.17144342
F,employed,0,6699,0.62014306,0.70384383,0.028072404,0,0.14746495,0.13397588,0.30048576
M,employed,1,11309,0.0,0.6834141,0.0,0,0.0859574,0.051314652,0.088799626
F,retired,0,8168,0.092314601,0.037373025,0.0,0,0.1011122,0.10440621,0.07003691
F,employed,1,34207,0.067918241,0.62773925,0.65941256,0,0.03554967,0.01284079,0.018345999
F,employed,0,12491,0.67013717,0.17331699,0.71419662,0,0.056817085,0.11086097,0.050115723
F,employed,0,64733,0.71691191,0.54718697,0.67189848,0,0.0031238194,0.0029000798,0.0040408745
F,employed,1,9842,0.34264678,0.67526656,0.78860021,0,0.1154513,0.0717303,0.064947516
F,employed,1,11604,0.45523807,0.44126743,0.0,0,0.078589864,0.08712185,0.08016025
M,employed,0,12785,0.0,0.41805053,0.082185969,0,0.07940356,0.09465312,0.126008
M,employed,1,14365,0.611561,0.81270057,0.80123776,0,0.04666404,0.03405584,0.039395593
M,employed,1,10906,0.35993251,0.59461784,0.10633831,0,0.101599224,0.06808426,0.14495946
F,employed,1,13095,0.5430792,0.60098702,0.15054646,1,0.055143323,0.050565,0.09300496
F,student,0,0,0.77787066,0.24823713,0.82685989,0,0.16005938,0.23613782,0.14500697
M,retired,0,26156,0.27616364,0.096307337,0.055142939,0,0.018833095,0.02549447,0.023975309
F,employed,1,12667,0.21648867,0.31730941,0.7629354,0,0.08754915,0.09234923,0.04987825
F,retired,0,5081,0.20722321,0.0,0.20580752,0,0.116082564,0.107699886,0.1148936
M,student,0,8688,0.16817212,0.99371344,0.78504825,0,0.08167588,0.030151796,0.039593764
F,unemployed,1,12490,0.0,0.68946552,0.0,0,0.052837595,0.034735553,0.053881027
M,employed,1,70622,0.0,0.17911403,0.5600329,0,0.0051483447,0.005643872,0.0043243677
M,student,0,0,0.64919388,0.0,0.87449569,0,0.17081097,0.185549,0.14028762
M,unemployed,1,7246,0.10018369,0.64234734,0.71418029,0,0.20547111,0.0933672,0.09174782
M,employed,0,9239,0.0011085233,0.26742008,0.59279794,1,0.11337901,0.13561344,0.087246716
F,employed,0,7583,0.61936426,0.10854177,0.0,0,0.1190632,0.20173167,0.15827283
F,employed,1,12088,0.64914149,0.97977644,0.63584095,0,0.05366902,0.03853765,0.045920562
M,employed,1,11226,0.56417233,0.63025653,0.61613822,0,0.07992995,0.060685992,0.05759254
M,unemployed,1,13615,0.72918308,0.010434131,0.0,0,0.028004372,0.069361635,0.041035
M,employed,0,9481,0.55720544,0.79470497,0.050411947,1,0.10461202,0.074365266,0.18660259
F,employed,1,44063,0.0,0.1148489,0.012172506,0,0.015262038,0.020416968,0.020449413
M,employed,1,7882,0.7523222,0.0,0.0,1,0.08371337,0.12747024,0.13668455
M,student,0,0,0.42887765,0.96234596,0.85626411,0,0.21753922,0.11110612,0.14138985
F,employed,0,14873,0.096221045,0.28444478,0.79509169,0,0.0968199,0.080014564,0.041141097
F,unemployed,1,9946,0.60874277,0.55947083,0.052099533,0,0.063197516,0.072075345,0.14585026
M,employed,0,16731,0.29453743,0.26672798,0.59060806,0,0.06302426,0.06910044,0.03786826
M,unemployed,1,0,0.17069767,0.50090915,0.49902767,1,0.35955375,0.26353878,0.265919
M,employed,1,46126,0.3960993,0.56275982,0.74479187,0,0.011217154,0.0061991503,0.009223151
M,student,0,0,0.78801811,0.78136152,0.48877645,0,0.15789658,0.15150717,0.18823214
M,student,0,0,0.84473497,0.87622577,0.52715135,0,0.12501198,0.13784583,0.17910638
M,employed,1,7863,0.25017986,0.0,0.62870359,1,0.1512992,0.12747024,0.08540901
F,retired,0,12880,0.0,0.24537301,0.24007764,0,0.033986554,0.036062296,0.03661926
F,unemployed,1,9258,0.88687378,0.013766047,0.0,0,0.05093894,0.13837284,0.080372795
M,employed,0,16036,0.0,0.4566361,0.66611803,0,0.05933229,0.069183595,0.040930267
F,unemployed,1,0,0.5219847,0.86634398,0.0,0,0.25104573,0.1769193,0.24182822
M,employed,1,35594,0.0,0.023604484,0.55722564,0,0.022001524,0.0372837,0.02039313
M,employed,1,26498,0.52855361,0.0,0.48123822,0,0.021270018,0.02908791,0.025377298
M,employed,0,12170,0.61706793,0.089553066,0.63663143,0,0.063362665,0.13593157,0.04912029
M,student,0,27199,0.25127393,0.9586184,0.84820282,0,0.022790346,0.010958533,0.01166506
F,student,0,0,0.51548296,0.32551104,0.0,1,0.19955972,0.23098753,0.1920391
F,retired,0,5593,0.22731848,0.0,0.0,0,0.111206606,0.10799259,0.117762655
F,employed,1,5585,0.03751912,0.64206839,0.03189199,1,0.2661014,0.12538524,0.28390166
M,employed,1,32333,0.69250542,0.47594959,0.090017959,0,0.018409228,0.031182598,0.038002234
F,employed,0,101690,0.0023045735,0.0,0.55487508,0,0.0030917989,0.0031338048,0.0021562008
F,unemployed,0,12248,0.0,0.60489857,0.7142418,0,0.056899495,0.048501197,0.040127773
F,retired,0,4642,0.37686455,0.0,0.21681085,0,0.08653208,0.10855544,0.096719645
M,employed,0,6669,0.0,0.37100875,0.58297116,0,0.17399521,0.20052944,0.13813773
M,employed,0,16834,0.7752859,0.74052483,0.60803318,0,0.03852245,0.037893888,0.037166446
M,employed,1,13879,0.0,0.0,0.99978954,0,0.05485454,0.056098614,0.041092843
F,employed,1,24712,0.53001708,0.79815942,0.14545833,0,0.01962445,0.015355765,0.036562648
M,employed,1,58531,0.86965871,0.56882453,0.41742536,0,0.0034675994,0.002861923,0.0059605767
M,unemployed,1,10110,0.0,0.5263927,0.3057155,0,0.0892829,0.08073262,0.11283817
M,employed,1,8385,0.70178771,0.0,0.0,0,0.07507084,0.11620212,0.121245734
F,retired,0,2879,0.23455629,0.20670798,0.27918637,0,0.14526065,0.15210082,0.11063639
M,student,0,5606,0.65429044,0.85669476,0.79683572,0,0.11034529,0.0901803,0.10628302
M,employed,1,7758,0.059724294,0.76026255,0.038196333,1,0.20822293,0.09747002,0.21214134
M,employed,1,23959,0.0,0.93941927,0.21904656,0,0.023624128,0.014176924,0.03161703
F,employed,1,9648,0.92834675,0.73840487,0.67181188,0,0.05990962,0.07641067,0.069910534
F,student,0,0,0.926732,0.96456283,0.25859571,1,0.12474962,0.11387203,0.22540273
F,unemployed,1,8529,0.8185246,0.0,0.69088465,0,0.059752565,0.09078585,0.06209196
F,student,0,7113,0.94765377,0.75318694,0.5695883,0,0.057955515,0.085925825,0.091901235
M,employed,0,17330,0.72120565,0.0,0.0,0,0.038732663,0.054848112,0.059838805
M,employed,1,5727,0.93552339,0.50092399,0.092108369,0,0.091399215,0.17289104,0.26470128
F,student,1,0,0.35253751,0.0,0.97632194,0,0.22541127,0.18511486,0.12066892
M,employed,0,23105,0.23771539,0.62555939,0.19020611,0,0.03669898,0.02102938,0.04147615
F,retired,0,9647,0.0,0.0,0.0,0,0.05701401,0.060411572,0.06353779
F,student,0,0,0.98370105,0.23005278,0.85976648,1,0.12999147,0.2385434,0.14431645
M,unemployed,1,5702,0.0,0.0,0.0,0,0.17899965,0.17170662,0.18044145
M,employed,1,61740,0.0,0.42597765,0.5768013,0,0.0065579116,0.005725228,0.0051159253
F,employed,1,15290,0.29524863,0.33227193,0.72358817,0,0.06418035,0.069902815,0.039540537
M,student,0,13078,0.34190795,0.60671544,0.87103605,0,0.038314506,0.032449752,0.022220967
F,retired,0,11811,0.0,0.0,0.0092232442,0,0.04047735,0.045104858,0.06949596
M,student,0,0,0.96154016,0.99138063,0.88015836,0,0.1155665,0.09346733,0.12910548
M,employed,1,7934,0.50044382,0.87049049,0.21550255,0,0.12809639,0.09072705,0.1625224
F,employed,0,41664,0.0,0.34101456,0.23339003,0,0.020703332,0.020550085,0.021601377
F,employed,1,12850,0.0,0.6301266,0.093128607,0,0.07241345,0.04982139,0.11571993
F,employed,0,11249,0.63870096,0.56752247,0.65251297,0,0.07404881,0.07809582,0.06309355
M,unemployed,0,20249,0.0,0.58320314,0.59699458,0,0.023753814,0.019619789,0.018602444
M,retired,0,5778,0.14918476,0.0,0.22240706,1,0.1472124,0.1105816,0.095646985
F,student,0,0,0.34089199,0.43506631,0.85432446,1,0.22837196,0.22187383,0.14431645
M,student,0,17193,0.72762764,0.58471918,0.55369812,0,0.022375232,0.026932985,0.02727105
F,employed,0,5741,0.0,0.42610583,0.0,1,0.1766652,0.19995347,0.19727431
M,employed,1,6448,0.62783647,0.81439751,0.45888138,0,0.14112371,0.11657619,0.1599816
M,employed,0,7120,0.56499189,0.77522558,0.8393842,0,0.13022716,0.1113294,0.09931926
M,unemployed,1,0,0.70191097,0.52313089,0.55052072,0,0.19011582,0.2611567,0.22766219
M,employed,1,21117,0.0,0.33932704,0.0,0,0.032535404,0.03982961,0.03389794
F,unemployed,1,15821,0.90422726,0.13171494,0.0,0,0.032502394,0.05622126,0.03708254
M,employed,1,21580,0.0,0.0,0.12956539,0,0.0297647,0.030850153,0.0441889
