id,own,competing2,competing3,borrowertype,accepted,default,profit
39186,.072504915,.044170089,.05901359,3,0,0,
39187,.16148178,.097499996,,2,0,0,
39188,.2495046,.23,,1,1,0,2495.0459
39189,.037191562,.025813872,.092668928,1,1,0,371.91562
39190,.36487946,,.49447483,3,1,0,3648.7947
39191,.041066021,.01959,.031308945,2,0,0,
39192,.056385361,.048195716,.040255163,3,0,0,
39193,.11033266,.16483165,.12249714,2,1,0,1103.3267
39194,.041992571,.067500003,.017081955,2,0,0,
39195,.22096792,.12,.1395295,1,0,0,
39196,.3572433,,.27380458,1,0,0,
39197,.22214597,.18000001,,1,0,0,
39198,.070279554,.1525,.1020441,2,1,0,702.79553
39199,.030399878,.047499999,.011100399,2,0,0,
39200,.021651885,.037500001,.097510755,3,1,0,216.51884
39201,.05093487,.077500001,.021077652,2,0,0,
39202,.077462472,.1010891,,1,1,0,774.62469
39203,.083561368,.091948047,.049099792,2,0,0,
39204,.086220354,.1,.10324493,1,1,0,862.20355
39205,.14857197,.30000001,,2,1,1,-10000
39206,.21874389,.17749999,.25688735,1,0,0,
39207,.40137741,.22499999,.2195217,2,0,0,
39208,.11164791,.185,.053213958,2,0,0,
39209,.060750391,.044535607,.10787035,1,1,0,607.50391
39210,.074097805,.085000001,.088091344,2,0,0,
39211,.14421278,.1575,,2,0,0,
39212,.28371859,.30000001,.29693905,1,1,0,2837.1858
39213,.42718041,,.28725359,2,0,0,
39214,.20376599,,,2,1,1,-10000
39215,.049282238,.064999998,.10685843,3,1,0,492.82239
39216,.25074178,.20999999,,3,0,0,
39217,.14535874,.18775368,,1,1,0,1453.5874
39218,.06939248,.145,.10511833,1,1,0,693.9248
39219,.03313563,.064999998,.019201474,1,1,0,331.35629
39220,.19310941,,.22093402,1,1,0,1931.0941
39221,.16411847,.1875,.26901147,3,1,0,1641.1847
39222,.074568309,.092500001,.11174805,1,1,0,745.68311
39223,.039598487,.059999999,.09351822,2,1,0,395.98486
39224,.1083817,.093548432,.1480111,2,0,0,
39225,.098147951,.12852503,.14257979,2,1,0,981.47949
39226,.10744991,.092500001,.087603882,2,0,0,
39227,.016185286,.035,.091599271,3,1,0,161.85286
39228,.069308206,.092500001,.1267267,2,1,0,693.08209
39229,.14998779,.15733486,.17975923,2,0,0,
39230,.053752426,.1,.11032245,3,1,0,537.52423
39231,.39760384,.19,.27580822,3,0,1,
39232,.12006181,.16288626,.12250223,3,0,0,
39233,.17658983,,.22477046,1,1,0,1765.8983
39234,.16058373,.17756104,.18587942,2,0,0,
39235,.064269848,.089065246,.054512151,2,0,0,
39236,.15392464,.1575,.16278777,3,0,0,
39237,.19808221,.10103095,,2,0,0,
39238,.099497639,.1375,,3,1,0,994.97638
39239,.05722028,.1,.10863444,3,1,0,572.20282
39240,.11824496,.1875,,2,1,0,1182.4496
39241,.041344315,.023897864,.030568963,1,1,0,413.44315
39242,.12846547,.15065743,.11135277,2,0,0,
39243,.042737182,.024395799,.021240473,1,0,0,
39244,.1161572,.16529092,.11551502,3,0,0,
39245,.23308517,.124631,,2,0,0,
39246,.071255177,.087009244,.11059684,3,1,1,-10000
39247,.24413215,.175,.077931963,2,0,0,
39248,.072593443,.1425,.096168019,1,1,0,725.93445
39249,.023681432,.050000001,.0087237563,2,0,0,
39250,.16419491,.16505519,,3,1,0,1641.9491
39251,.14287765,.14,.22598065,1,1,1,-10000
39252,.086974524,.1591112,.055360977,3,0,0,
39253,.12765478,.14749999,.12272862,1,1,0,1276.5477
39254,.14556508,.22141075,.18352048,3,1,0,1455.6508
39255,.16295788,.1962968,.40730214,1,1,1,-10000
39256,.20556036,.20999999,.23684162,3,1,0,2055.6035
39257,.13975628,.11080923,.13808425,3,0,0,
39258,.070107162,.077500001,.052065644,3,0,0,
39259,.24585031,.19048548,.25793371,2,0,0,
39260,.10472094,.092500001,.13524041,1,1,0,1047.2095
39261,.074931487,.10651374,.065011151,2,0,0,
39262,.11661404,.16161045,,2,1,0,1166.1404
39263,.26575866,.17620765,.16022222,1,0,0,
39264,.041424394,.0625,.022296702,3,0,0,
39265,.13412336,.1375,,1,1,0,1341.2335
39266,.06884928,.059999999,.12192912,2,0,0,
39267,.15683559,.13,,2,0,0,
39268,.10948309,.17703436,.24671526,2,1,0,1094.8308
39269,.12755379,.2075,.15363473,3,1,0,1275.538
39270,.018952416,.032499999,.091673575,2,0,0,
39271,.045912847,.094999999,.11045881,1,1,0,459.12848
39272,.07321582,.10014509,.1191685,2,1,0,732.1582
39273,.43375263,,,3,1,1,-10000
39274,.080020793,.2025,.11408035,3,1,0,800.20795
39275,.067743942,.077500001,.11192431,2,0,0,
39276,.13566706,.16249999,.058222592,2,0,0,
39277,.21008363,.30000001,.18225782,2,0,0,
39278,.019972712,.01959,.093282975,2,0,0,
39279,.017167347,.032499999,.09003865,1,1,0,171.67346
39280,.23416179,,.27776,1,1,0,2341.6179
39281,.10586111,.17569593,.13613975,2,1,0,1058.6111
39282,.16790025,.17852944,.22479634,3,1,0,1679.0024
39283,.14009297,.046746116,,2,0,0,
39284,.042734105,.077500001,.093459487,2,1,0,427.34106
39285,.17537297,.17749999,,2,0,0,
39286,.24123913,.175,,2,0,0,
39287,.11746615,.1089258,.11508163,1,1,0,1174.6615
39288,.055941135,.03247254,.038895261,2,0,0,
39289,.11098547,.04876069,.15517257,1,0,0,
39290,.036172468,.022457931,.020844333,1,1,0,361.72467
39291,.36487946,.27250001,.38209501,2,0,1,
39292,.11306376,.175,.059873112,2,0,0,
39293,.14260922,.11061967,.1071047,1,0,0,
39294,.090264894,.093675569,.056749325,2,0,0,
39295,.074866094,.1125,.071409546,3,0,0,
39296,.25738436,.185,,1,0,0,
39297,.22597246,,.19035953,2,0,0,
39298,.1152612,.04701804,.11038294,3,0,0,
39299,.092527255,.083588287,.077458888,2,0,0,
39300,.19784532,,.27380458,3,1,0,1978.4532
39301,.036420505,.033712145,.016529609,2,0,0,
39302,.084375277,.094999999,.11790071,3,1,0,843.75275
39303,.3572433,,,3,1,0,3572.4331
39304,.018438326,.037500001,.09593793,1,1,0,184.38326
39305,.10112841,.1675,,3,1,1,-10000
39306,.20599189,,,3,1,0,2059.9189
39307,.17095523,.1925,.13068816,3,0,0,
39308,.10111545,.105,.11707158,2,0,0,
39309,.12257856,.175,.14001422,2,1,0,1225.7856
39310,.11182079,.175,.16069491,2,1,0,1118.2079
39311,.10635469,.047432333,.11876842,3,0,0,
39312,.035525814,.024785642,.020976033,1,1,0,355.25815
39313,.3572433,,,1,1,0,3572.4331
39314,.017827928,.037500001,.092977121,2,0,0,
39315,.075399056,.07,.13501363,3,0,1,
39316,.077972159,.090478674,.12495501,2,0,0,
39317,.038470849,.023767861,.14135017,3,0,0,
39318,.051908266,.125,.10623459,3,1,0,519.08264
39319,.12647061,.090000004,.11851239,3,0,0,
39320,.65912718,,,1,1,1,-10000
39321,.12652332,.091355473,.10817555,3,0,0,
39322,.072093785,.082831942,.14668703,3,1,0,720.93787
39323,.054862402,.115,.12223238,3,1,0,548.62402
39324,.18861024,.18024983,.054371241,2,0,0,
39325,.12413653,.18046324,,1,1,0,1241.3654
39326,.3612673,.23999999,,1,0,1,
39327,.3612673,,.35007477,3,0,1,
39328,.11633034,.1375,.11078072,3,0,0,
39329,.044226557,.020439412,.023929214,3,0,0,
39330,.035072282,.055,.027438004,2,0,0,
39331,.15114017,.18920995,.065653726,1,0,0,
39332,.071255177,.092593819,.050105285,3,0,0,
39333,.17842914,.15281297,.15732899,3,0,1,
39334,.03595316,.075000003,.10010357,3,1,0,359.53162
39335,.037049159,.022456901,.10144962,1,1,0,370.49161
39336,.089757778,.13500001,.12890793,2,1,0,897.57776
39337,.01799727,.01959,.0050616856,1,1,0,179.9727
39338,.045776516,.1,.01565657,1,0,0,
39339,.13948061,,,1,1,0,1394.806
39340,.26023325,.2075,,1,0,1,
39341,.036103636,.072499998,.014598891,1,0,0,
39342,.033472594,.01959,.010572146,2,0,0,
39343,.189577,.13,.22952259,3,0,0,
39344,.2816903,,.36710846,3,1,0,2816.9031
39345,.16425151,.22408403,,1,1,0,1642.515
39346,.21096468,.21777394,,2,0,0,
39347,.26063392,,,2,1,1,-10000
39348,.056593791,.026147574,.10486321,3,0,0,
39349,.041736417,.064999998,.033225775,3,0,0,
39350,.085286103,.096592963,.10231799,3,0,0,
39351,.028202247,.023006311,.014318902,1,1,0,282.02246
39352,.31237844,.29499999,,2,0,1,
39353,.17634653,.185,,1,1,0,1763.4652
39354,.044803206,.094999999,.043763764,3,0,0,
39355,.0790537,.14749999,.12122697,2,1,0,790.53699
39356,.20252328,,.13984874,3,0,0,
39357,.20812756,,,1,1,0,2081.2756
39358,.16905193,,,2,1,0,1690.5193
39359,.21433538,.15229566,,2,0,1,
39360,.037947807,.072499998,.09921585,3,1,0,379.47809
39361,.032235838,.024635985,.1150355,3,0,0,
39362,.093759604,.046244174,.097654119,1,0,0,
39363,.10943599,.11754504,,2,0,0,
39364,.031801358,.01959,.092820071,2,0,0,
39365,.43058255,,.19251128,3,0,0,
39366,.20109144,.13500001,.12647183,2,0,0,
39367,.1649987,.13774727,.14083058,2,0,0,
39368,.21006249,,,1,1,0,2100.625
39369,.042175684,.059999999,.10146362,2,0,0,
39370,.066192001,.092500001,.042820483,2,0,0,
39371,.16832396,.19167574,,2,1,0,1683.2396
39372,.016549293,.0275,.092260294,2,0,0,
39373,.045485687,.082500003,.032280315,2,0,1,
39374,.19736117,,,2,1,0,1973.6117
39375,.19030143,,.18764056,1,1,0,1903.0143
39376,.23930395,.10706815,.1121605,3,0,0,
39377,.068128303,.10711981,.041211527,2,0,0,
39378,.05277212,.052499998,.096447982,3,0,0,
39379,.068343095,.048870683,,1,1,0,683.43097
39380,.10491921,.044531681,.1098302,2,0,0,
39381,.16790025,.23999999,,1,1,1,-10000
39382,.16788137,.1167397,.13711816,2,0,0,
39383,.11707055,.16049726,.13410905,1,1,0,1170.7054
39384,.059041072,.1,.10438707,3,1,0,590.41071
39385,.15438753,.15805246,.20862575,1,1,1,-10000
39386,.049717695,.085000001,.035229024,2,0,0,
39387,.018644467,.021128593,.0065335659,3,0,0,
39388,.21096468,.2,,2,0,1,
39389,.099405445,.105,,2,0,0,
39390,.034863107,.025099715,.09679538,1,1,0,348.63107
39391,.19784532,,,3,1,1,-10000
39392,.20358315,,,1,1,0,2035.8315
39393,.033899494,.01959,.0071763145,1,0,0,
39394,.16058373,.19499999,,2,1,1,-10000
39395,.048330091,.0425,.094913572,1,1,0,483.3009
39396,.043420106,.058247529,.095314667,3,1,1,-10000
39397,.17834932,.14749999,,3,0,0,
39398,.11397045,.13500001,,3,1,0,1139.7045
39399,.10240082,.18127979,.15793085,3,1,0,1024.0082
39400,.062826961,.041812349,.10422044,1,0,0,
39401,.08165931,.050917603,.085521087,1,0,0,
39402,.036989354,.0425,.11648856,2,0,0,
39403,.044441476,.01959,.025072053,2,0,0,
39404,.12413653,.17626323,.096859224,1,0,0,
39405,.15442231,.22,,2,1,0,1544.2231
39406,.19819781,.24250001,.18259062,1,1,0,1981.9781
39407,.11055467,.13427217,.12363472,2,1,0,1105.5468
39408,.097948268,.11271305,.13306233,2,0,0,
39409,.14759156,.17101826,,1,1,0,1475.9156
39410,.31549877,.18000001,.15918685,1,0,0,
39411,.028473381,.035,.011893204,3,0,0,
39412,.083255492,.099370837,.1032343,3,0,0,
39413,.099809796,.087499999,.049915548,3,0,0,
39414,.11902497,.092691027,.12797968,2,0,0,
39415,.20827577,,.29214042,3,1,1,-10000
39416,.093066521,.13,.050430004,2,0,0,
39417,.060798761,.11,.11469182,3,1,0,607.98761
39418,.050928436,.077500001,.042066596,3,0,0,
39419,.11531056,.10292047,.14077522,3,0,0,
39420,.042276267,.064999998,.097213186,3,1,0,422.76266
39421,.16712224,.22,.12118256,2,0,0,
39422,.20047353,,.12999547,3,0,0,
39423,.03594926,.0425,.094765268,3,1,0,359.49261
39424,.13412336,.18993461,.099864073,3,0,0,
39425,.1166881,.10061879,.044636991,1,0,0,
39426,.13246958,.1075,,1,0,0,
39427,.072638765,.035391878,.11625863,3,0,0,
39428,.1077879,.1375,,1,1,0,1077.879
39429,.01634011,.0275,.091268413,1,1,0,163.40111
39430,.035623342,.025023244,.11213531,1,1,0,356.23343
39431,.064230263,.105,.075849406,3,0,0,
39432,.31388289,.30000001,,2,0,0,
39433,.033782065,.028605672,.12561445,2,0,0,
39434,.19095355,,.37288961,1,1,0,1909.5355
39435,.44712442,,,3,1,1,-10000
39436,.1260367,.19577998,,1,1,0,1260.3671
39437,.29686567,.1925,.14449014,1,0,0,
39438,.074961618,.12204554,.11366802,2,1,0,749.61615
39439,.044219792,.045114193,.096634105,3,1,0,442.19791
39440,.043844569,.057500001,.098119512,1,1,0,438.44571
39441,.11439727,.1016781,.10659247,2,0,0,
39442,.19205143,,,2,1,1,-10000
39443,.11403829,.20312428,,1,1,0,1140.3829
39444,.15368864,.11,.13886762,3,0,0,
39445,.066116519,.067500003,.10197832,2,0,0,
39446,.097265132,.13624346,.083762154,3,0,0,
39447,.026156779,.01959,.022997988,3,0,0,
39448,.25225601,.18673418,.13314845,1,0,0,
39449,.19815847,.18450511,.11974746,2,0,0,
39450,.01817536,.035,.090994015,2,0,0,
39451,.13192198,.17749999,.12388878,3,0,0,
39452,.056680366,.044815838,.097938254,1,1,0,566.80365
39453,.24874283,.27250001,.14598443,1,0,1,
39454,.24608359,.15585896,,2,0,0,
39455,.16703539,.1925,.11940019,1,0,1,
39456,.11022297,.1925,.12116287,2,1,0,1102.2296
39457,.066206612,.090000004,.042333003,2,0,0,
39458,.21006249,.19708166,,1,1,0,2100.625
39459,.1180637,.044399854,.11274283,2,0,0,
39460,.12528224,.2225,.11439312,3,0,0,
39461,.088000305,.096667513,.10129317,1,1,0,880.00305
39462,.2362981,.17051969,.13719286,1,0,0,
39463,.23872611,.27000001,.2195217,1,1,0,2387.261
39464,.074854493,.067500003,.09864682,3,0,0,
39465,.16058373,.16674189,.23254055,3,1,0,1605.8374
39466,.016317137,.0275,.090215676,2,0,0,
39467,.065410614,.075000003,.028943658,2,0,0,
39468,.24567008,.16492037,.13892594,2,0,0,
39469,.2047665,.205,,3,1,0,2047.6649
39470,.18656981,.125,,1,0,0,
39471,.13553151,.14621742,.16976368,3,1,0,1355.3152
39472,.23089783,,.18331489,3,0,0,
39473,.054836184,.083639517,.021715216,1,0,0,
39474,.14454736,.15838063,.16972804,2,0,1,
39475,.075599439,.047662988,.10849439,3,0,0,
39476,.16495974,.1425,.12975872,1,0,0,
39477,.056934383,.097499996,,1,1,0,569.34381
39478,.051499855,.089948766,.10639825,1,1,0,514.99854
39479,.20358315,.2263225,.1423609,3,0,1,
39480,.18629204,.1725,,2,0,0,
39481,.082809895,.10042871,.11721928,1,1,0,828.09894
39482,.36487946,.2525,.39999339,2,0,1,
39483,.12675828,.1373037,,1,1,0,1267.5828
39484,.14510129,.17478894,.11926243,3,0,0,
39485,.071396023,.13249999,.042012967,3,0,0,
39486,.45249313,.30000001,,3,0,0,
39487,.080300346,.087608375,.11757655,1,1,0,803.00348
39488,.38114074,.1480643,.22485147,1,0,1,
39489,.19080371,.22750001,.14672501,2,0,0,
39490,.3612673,,,2,1,0,3612.6731
39491,.021617938,.020995405,.0044467985,3,0,0,
39492,.049270973,.025266293,.032291222,3,0,0,
39493,.030935228,.01959,.0037018845,1,0,0,
39494,.052909479,.0640577,.10631569,1,1,0,529.09479
39495,.042380054,.057500001,.093970262,2,0,0,
39496,.3573204,,,2,1,0,3573.2041
39497,.1356927,.14,.16148831,2,0,0,
39498,.059217915,.020503342,.10547452,2,0,0,
39499,.093285762,.14749999,.12978899,1,1,0,932.8576
39500,.22567914,.1225,.40753394,1,0,0,
39501,.20449495,.1725,,1,0,0,
39502,.038389411,.035927482,.028971266,2,0,0,
39503,.056598406,.032007355,.095692769,3,0,0,
39504,.062794223,.084999964,.036574729,2,0,0,
39505,.11899123,.044623718,.062806793,1,0,0,
39506,.074106574,.079999998,.099007905,1,1,0,741.06573
39507,.16985252,.1925,.19566193,2,1,0,1698.5253
39508,.085597709,.092500001,.066664383,1,1,0,855.97711
39509,.073605001,.1025,.10516047,2,1,0,736.04999
39510,.11677987,.1815421,.12122264,1,1,0,1167.7987
39511,.099635638,.14,,1,1,0,996.35638
39512,.22874065,.215,,2,0,0,
39513,.061155546,.105,.1105812,1,1,0,611.55548
39514,.17090972,.16658568,,1,1,0,1709.0972
39515,.061408166,.11606611,.1103672,1,1,0,614.08167
39516,.092732489,.056498244,.063097157,1,0,0,
39517,.31691185,.19469391,,2,0,1,
39518,.33069265,.1740258,.23737976,1,0,0,
39519,.032868549,.055,.0099499533,3,0,0,
39520,.01804072,.032499999,.094024144,3,1,0,180.40721
39521,.20449495,,.14209355,2,0,0,
39522,.023583788,.0425,.097107671,2,0,0,
39523,.20556036,,,3,1,0,2055.6035
39524,.01628108,.01959,.0038843604,2,0,0,
39525,.20855463,.19072385,,1,1,0,2085.5461
39526,.045924131,.052499998,.02329207,1,0,0,
39527,.22378071,.19499999,.13964875,3,0,0,
39528,.093084276,.14,.073961496,3,0,0,
39529,.13323922,.16,.11568459,2,0,0,
39530,.12045744,.2225,.16515453,2,1,0,1204.5745
39531,.064635105,.077500001,.13386609,1,1,0,646.35107
39532,.11933154,.15853804,,1,1,0,1193.3154
39533,.3572433,.26750001,.273141,3,0,1,
39534,.11875094,.2325,,3,1,0,1187.5094
39535,.22811988,.145,.11214666,3,0,0,
39536,.036610477,.021888277,.10783023,3,0,0,
39537,.016798591,.01959,.014063329,2,0,0,
39538,.042276267,.028177164,.10010103,3,0,0,
39539,.23176156,,,3,1,0,2317.6155
39540,.059166934,.092624731,.10880382,3,1,0,591.66937
39541,.1245116,.18181604,.10051625,3,0,0,
39542,.016078701,.01959,.092154369,1,1,0,160.78702
39543,.11326753,.11416242,,1,1,0,1132.6753
39544,.155706,.18000001,.2166189,2,1,0,1557.0601
39545,.22647411,.215,,1,1,1,-10000
39546,.10695743,.059999999,.099338815,2,0,0,
39547,.069630474,.077500001,,1,1,0,696.30475
39548,.23015259,.1925,.23751424,2,0,0,
39549,.089221068,.14434803,,2,1,0,892.21069
39550,.13545957,.1474624,.2967948,3,1,0,1354.5957
39551,.077265732,.044714332,.084118366,3,0,0,
39552,.12034011,.10881595,.093725003,2,0,0,
39553,.043488909,.087499999,.021103827,2,0,0,
39554,.05504394,.1,.12177979,3,1,0,550.43939
39555,.18344267,.1575,.11082771,1,0,0,
39556,.046699401,.1025,.033709005,2,0,0,
39557,.01816101,.01959,.092937432,3,1,0,181.61011
39558,.044485677,.077500001,.093854129,2,1,0,444.85678
39559,.16919465,.1675,,1,1,0,1691.9465
39560,.03433324,.022437291,.092451185,3,0,0,
39561,.046669904,.01959,.099021092,2,0,0,
39562,.01722342,.01959,.0086669587,3,0,0,
39563,.1356927,.17,.21124557,3,1,0,1356.927
39564,.023503177,.090000004,.0020185844,2,0,0,
39565,.075893909,.15196349,,1,1,0,758.93909
39566,.036517683,.082500003,.022572858,3,0,0,
39567,.13962668,.1575,,3,1,0,1396.2668
39568,.16586369,.16911618,,3,1,0,1658.637
39569,.35313833,.28999999,,3,0,0,
39570,.039824564,.07,.055318989,2,1,0,398.24564
39571,.076293595,.090290099,.064320527,2,0,0,
39572,.090297945,.19750001,.080923885,2,0,0,
39573,.31164253,,,2,1,0,3116.4253
39574,.019271567,.021039626,.0060416004,1,1,0,192.71567
39575,.20202129,.1825,.12642179,1,0,0,
39576,.26124999,,.15914541,3,0,1,
39577,.20865895,.15856522,.19827777,2,0,0,
39578,.21361877,.25749999,,1,1,1,-10000
39579,.65912718,,.31287134,3,0,0,
39580,.11439916,.088930652,.098865516,2,0,0,
39581,.078074656,.043858964,.11626997,1,0,0,
39582,.16411847,.16937728,,2,0,0,
39583,.086501166,.087869801,.045513377,3,0,0,
39584,.060042646,.043735102,.10087915,2,0,0,
39585,.088510372,.1875,.12580441,1,1,0,885.1037
39586,.02931742,.01959,.012221103,1,1,0,293.17419
39587,.050018098,.075000003,.074680291,3,1,1,-10000
39588,.27423483,,,1,1,0,2742.3484
39589,.13024665,.17,,2,1,0,1302.4666
39590,.37094915,.13500001,.22438243,2,0,0,
39591,.13161822,.16,.20499763,2,1,1,-10000
39592,.082352668,.10117981,.11582852,1,1,0,823.52667
39593,.16179611,.20598641,,3,1,0,1617.9611
39594,.21406253,.17,.18714829,2,0,0,
39595,.17646889,.1825,,1,1,0,1764.689
39596,.03331998,.057500001,.090932347,3,1,0,333.1998
39597,.10610434,.15224513,.1467759,3,1,0,1061.0433
39598,.052199852,.093463048,.064393856,3,0,0,
39599,.031109326,.050000001,.093717732,3,1,0,311.09326
39600,.30488479,.30000001,.23364988,3,0,0,
39601,.047182567,.023784585,.017550549,3,0,0,
39602,.018522101,.01959,.090371363,3,1,0,185.22101
39603,.1991559,,.29555771,1,1,1,-10000
39604,.14613535,.1525,.14772046,3,0,1,
39605,.0341135,.052499998,.036857408,1,1,0,341.13501
39606,.021617938,.035,.0076369816,2,0,0,
39607,.15544017,.17749999,.13031781,1,0,0,
39608,.19349673,.175,.14487651,3,0,0,
39609,.15392464,.11323933,.14639454,2,0,0,
39610,.16089827,.17590964,,1,1,0,1608.9827
39611,.20358315,.19253065,.11004065,2,0,0,
39612,.16146953,.2175,,2,1,0,1614.6953
39613,.25791827,.18478911,,2,0,0,
39614,.039341226,.021019723,.012390964,3,0,0,
39615,.39245319,.26249999,.25111353,3,0,0,
39616,.21752767,.22313792,,1,1,1,-10000
39617,.25074178,.17101075,,1,0,0,
39618,.15265059,.19568984,.12640099,3,0,0,
39619,.23306286,,,3,1,0,2330.6287
39620,.082240365,.07,.050207578,1,0,0,
39621,.14919458,.20844738,,2,1,0,1491.9458
39622,.075475991,.043720193,.10694337,1,0,0,
39623,.11144526,.1125,.06771186,1,0,0,
39624,.053584747,.041906558,.044836998,2,0,0,
39625,.016222963,.01959,.091620132,2,0,0,
39626,.06845364,.042174958,.058299184,1,0,0,
39627,.19408089,.2225,,2,1,0,1940.8088
39628,.078042477,.105,.13957885,3,1,0,780.42474
39629,.02087694,.01959,.0076062172,1,1,0,208.76941
39630,.038411781,.075000003,.096859597,1,1,0,384.1178
39631,.12180832,.17,.1188116,2,0,0,
39632,.17795545,.17749999,,3,0,0,
39633,.18461955,.17529783,,1,1,0,1846.1954
39634,.31513289,,.30441812,2,0,1,
39635,.19829337,.12213454,.13809341,3,0,0,
39636,.15604639,.1125,,1,0,0,
39637,.14566725,.18467945,.45915505,2,1,1,-10000
39638,.066618711,.1225,.066789463,1,1,0,666.18713
39639,.037897546,.054126192,.092993587,1,1,0,378.97546
39640,.35732836,,.2411135,1,0,0,
39641,.050646342,.053001042,.11403314,2,0,0,
39642,.080281764,.16100396,.083387591,2,1,0,802.81763
39643,.14783302,.075000003,,1,0,0,
39644,.14867976,.148486,.14841567,3,0,0,
39645,.10337463,.1,.08029981,1,0,0,
39646,.3612673,,,2,1,1,-10000
39647,.10819359,.1525,.12509789,2,1,0,1081.9359
39648,.15091889,.15908417,.087761469,3,0,0,
39649,.16295788,.175,,2,0,0,
39650,.059985764,.085000001,.048059199,2,0,0,
39651,.033518426,.02842083,.030607995,2,0,0,
39652,.035039898,.0425,.012933788,1,0,1,
39653,.041748628,.025697997,.065021448,3,0,0,
39654,.10063826,.085000001,.11875573,1,1,0,1006.3826
39655,.084356315,.084677562,.05301572,2,0,0,
39656,.058829922,.072499998,.030307055,3,0,0,
39657,.028037129,.01959,.015397124,3,0,0,
39658,.05302918,.01959,.092136383,2,0,0,
39659,.14242673,.1225,.10725302,2,0,0,
39660,.077985376,.044703972,.10582659,3,0,0,
39661,.16106635,,.12764852,1,0,0,
39662,.17600815,.23,,2,1,1,-10000
39663,.20449495,.30000001,.21873356,2,1,0,2044.9496
39664,.42206672,.20304444,,3,0,0,
39665,.25820041,.215,,2,0,0,
39666,.028072823,.01959,.090883553,3,0,0,
39667,.37529668,.21250001,,3,0,0,
39668,.10163463,.072499998,.13505173,2,0,0,
39669,.042696547,.072499998,.038918752,1,1,0,426.96545
39670,.16058373,.2175,.1366666,2,0,0,
39671,.11487134,.14004414,.25443819,3,1,0,1148.7134
39672,.034414664,.046027675,.028598564,1,1,0,344.14664
39673,.10339352,.1275,.078356497,2,0,0,
39674,.13070522,.19011271,,3,1,0,1307.0522
39675,.13673785,.099703826,.1287379,1,0,0,
39676,.10931222,.1125,.11911324,2,0,0,
39677,.12994426,.10422979,.13840578,1,0,0,
39678,.10728405,.23,.14417803,3,1,1,-10000
39679,.10962897,.235,.11619589,1,1,0,1096.2897
39680,.019759333,.037500001,.0053845979,3,0,0,
39681,.047857564,.105,.019954471,2,0,0,
39682,.05990611,.089423671,.11223741,1,1,0,599.0611
39683,.056982666,.043684717,.1308496,3,0,0,
39684,.059764318,.043669671,.052048735,1,1,0,597.64319
39685,.033150841,.0625,.0046346006,3,0,0,
39686,.13433875,.1725,.11910959,3,0,1,
39687,.3612673,,,2,1,0,3612.6731
39688,.20250259,.16314398,,2,0,0,
39689,.056331027,.079999998,.055676699,1,1,0,563.3103
39690,.09052857,.059999999,.1434878,2,0,0,
39691,.055413853,.046227608,.099229932,2,0,0,
39692,.078074656,.052499998,.046957053,1,0,0,
39693,.17088132,.17120507,.16040866,3,0,0,
39694,.087002933,.1075,.11418382,3,1,0,870.02936
39695,.042617921,.039999999,.1008893,1,1,0,426.1792
39696,.20155109,.15000001,.19510935,1,0,1,
39697,.18645041,.1725,.071528524,3,0,0,
39698,.040315866,.087499999,.095314674,3,1,0,403.15866
39699,.028159088,.055,.091809452,2,1,0,281.59088
39700,.074272946,.105,.11289257,3,1,0,742.72943
39701,.046819501,.023606796,.092331454,1,0,0,
39702,.063322134,.025658702,.02574398,3,0,0,
39703,.056563042,.072499998,.10468414,1,1,0,565.63043
39704,.13684224,.19608697,.10915954,1,0,0,
39705,.24907394,,,1,1,1,-10000
39706,.30924484,.20543957,.098773628,2,0,0,
39707,.039109692,.01959,.094191335,3,0,0,
39708,.059332058,.021123629,.10235406,3,0,0,
39709,.039127946,.072499998,.034271516,2,0,0,
39710,.022478864,.01959,.0092070196,3,0,0,
39711,.094546653,.10259958,.14353317,2,0,1,
39712,.087074995,.19768108,.12207643,1,1,1,-10000
39713,.3612673,,,2,1,1,-10000
39714,.20051597,.20984399,.28563845,2,0,0,
39715,.016485166,.025,.0061673955,3,0,0,
39716,.23299675,.155,,2,0,0,
39717,.058383379,.027581537,.036607601,1,0,0,
39718,.24022099,.16249999,,1,0,0,
39719,.20109144,.11,.12539212,3,0,1,
39720,.10558777,.19499999,,3,1,0,1055.8777
39721,.1665718,.098290391,.1230447,1,0,0,
39722,.27267811,.15393101,,2,0,0,
39723,.055139437,.1175,.12054113,2,1,0,551.39435
39724,.032451704,.020216947,.097287178,2,0,0,
39725,.13957211,.16249999,.16106774,1,1,0,1395.7212
39726,.21752767,.2,.14331973,1,0,0,
39727,.047330689,.087499999,.037278883,2,0,0,
39728,.054751597,.079999998,.038594622,1,1,0,547.51599
39729,.034644008,.024158502,.10211486,2,0,0,
39730,.16165088,.10262702,.12272684,3,0,1,
39731,.059198909,.043226004,.10438106,3,0,0,
39732,.16220346,.125,,1,0,0,
39733,.16859831,,.1409796,3,0,0,
39734,.15073992,.18278725,,2,1,0,1507.3993
39735,.069950022,.043693233,.1112772,3,0,0,
39736,.02245507,.01959,.0013663465,1,0,0,
39737,.15960334,,.14833528,3,0,0,
39738,.33747286,.15000001,.1673682,2,0,1,
39739,.034999203,.02762132,.010572352,2,0,0,
39740,.24572279,,.21825671,3,0,0,
39741,.28371859,.067500003,,3,0,1,
39742,.18891457,.15000001,.12919366,1,0,0,
